Total states: 9901
Time      Preys     Predators   H         
------------------------------------------
78.43     0.0333802 0.0490472   4.2141    
78.44     0.0335939 0.0487458   4.21413   
78.45     0.0338092 0.0484463   4.21415   
78.46     0.0340259 0.0481486   4.21418   
78.47     0.034244  0.0478528   4.2142    
78.48     0.0344637 0.0475589   4.21423   
78.49     0.0346848 0.0472668   4.21425   
78.5      0.0349074 0.0469765   4.21428   
78.51     0.0351315 0.0466881   4.2143    
78.52     0.0353572 0.0464014   4.21433   
78.53     0.0355843 0.0461165   4.21436   
78.54     0.0358131 0.0458334   4.21438   
78.55     0.0360433 0.0455521   4.21441   
78.56     0.0362751 0.0452725   4.21443   
78.57     0.0365085 0.0449947   4.21446   
78.58     0.0367435 0.0447186   4.21448   
78.59     0.0369801 0.0444442   4.21451   
78.6      0.0372182 0.0441715   4.21454   
78.61     0.037458  0.0439006   4.21456   
78.62     0.0376994 0.0436313   4.21459   
78.63     0.0379424 0.0433637   4.21461   
78.64     0.0381871 0.0430978   4.21464   
78.65     0.0384335 0.0428336   4.21466   
78.66     0.0386815 0.042571    4.21469   
78.67     0.0389312 0.04231     4.21472   
78.68     0.0391825 0.0420506   4.21474   
78.69     0.0394356 0.0417929   4.21477   
78.7      0.0396904 0.0415368   4.21479   
78.71     0.0399469 0.0412823   4.21482   
78.72     0.0402052 0.0410294   4.21484   
78.73     0.0404652 0.040778    4.21487   
78.74     0.0407269 0.0405283   4.2149    
78.75     0.0409905 0.0402801   4.21492   
78.76     0.0412558 0.0400334   4.21495   
78.77     0.0415229 0.0397883   4.21497   
78.78     0.0417918 0.0395447   4.215     
78.79     0.0420626 0.0393026   4.21503   
78.8      0.0423352 0.039062    4.21505   
78.81     0.0426096 0.038823    4.21508   
78.82     0.0428859 0.0385854   4.2151    
78.83     0.043164  0.0383493   4.21513   
78.84     0.0434441 0.0381147   4.21515   
78.85     0.043726  0.0378816   4.21518   
78.86     0.0440098 0.0376499   4.21521   
78.87     0.0442956 0.0374196   4.21523   
78.88     0.0445833 0.0371908   4.21526   
78.89     0.044873  0.0369634   4.21528   
78.9      0.0451646 0.0367375   4.21531   
78.91     0.0454582 0.0365129   4.21534   
78.92     0.0457537 0.0362898   4.21536   
78.93     0.0460513 0.0360681   4.21539   
78.94     0.0463509 0.0358477   4.21541   
78.95     0.0466525 0.0356287   4.21544   
78.96     0.0469562 0.0354111   4.21546   
78.97     0.0472619 0.0351948   4.21549   
78.98     0.0475697 0.0349799   4.21552   
78.99     0.0478795 0.0347663   4.21554   
79        0.0481915 0.0345541   4.21557   
79.01     0.0485056 0.0343432   4.21559   
79.02     0.0488218 0.0341336   4.21562   
79.03     0.0491401 0.0339253   4.21565   
79.04     0.0494606 0.0337183   4.21567   
79.05     0.0497833 0.0335126   4.2157    
79.06     0.0501081 0.0333082   4.21572   
79.07     0.0504352 0.0331051   4.21575   
79.08     0.0507645 0.0329033   4.21578   
79.09     0.051096  0.0327027   4.2158    
79.1      0.0514297 0.0325033   4.21583   
79.11     0.0517657 0.0323052   4.21585   
79.12     0.052104  0.0321084   4.21588   
79.13     0.0524445 0.0319127   4.2159    
79.14     0.0527874 0.0317183   4.21593   
79.15     0.0531326 0.0315251   4.21596   
79.16     0.0534801 0.0313331   4.21598   
79.17     0.05383   0.0311423   4.21601   
79.18     0.0541823 0.0309527   4.21603   
79.19     0.0545369 0.0307643   4.21606   
79.2      0.054894  0.0305771   4.21609   
79.21     0.0552534 0.030391    4.21611   
79.22     0.0556153 0.0302061   4.21614   
79.23     0.0559797 0.0300224   4.21616   
79.24     0.0563465 0.0298398   4.21619   
79.25     0.0567158 0.0296583   4.21622   
79.26     0.0570875 0.029478    4.21624   
79.27     0.0574619 0.0292988   4.21627   
79.28     0.0578387 0.0291207   4.21629   
79.29     0.0582181 0.0289438   4.21632   
79.3      0.0586001 0.0287679   4.21635   
79.31     0.0589846 0.0285931   4.21637   
79.32     0.0593718 0.0284195   4.2164    
79.33     0.0597615 0.0282469   4.21642   
79.34     0.060154  0.0280754   4.21645   
79.35     0.060549  0.027905    4.21648   
79.36     0.0609468 0.0277356   4.2165    
79.37     0.0613472 0.0275673   4.21653   
79.38     0.0617504 0.0274      4.21655   
79.39     0.0621562 0.0272338   4.21658   
79.4      0.0625649 0.0270686   4.2166    
79.41     0.0629763 0.0269045   4.21663   
79.42     0.0633905 0.0267414   4.21666   
79.43     0.0638074 0.0265793   4.21668   
79.44     0.0642273 0.0264182   4.21671   
79.45     0.0646499 0.0262582   4.21673   
79.46     0.0650754 0.0260991   4.21676   
79.47     0.0655038 0.025941    4.21679   
79.48     0.0659351 0.0257839   4.21681   
79.49     0.0663693 0.0256278   4.21684   
79.5      0.0668065 0.0254727   4.21686   
79.51     0.0672466 0.0253185   4.21689   
79.52     0.0676897 0.0251653   4.21692   
79.53     0.0681358 0.0250131   4.21694   
79.54     0.0685849 0.0248618   4.21697   
79.55     0.0690371 0.0247115   4.21699   
79.56     0.0694923 0.0245621   4.21702   
79.57     0.0699506 0.0244136   4.21705   
79.58     0.070412  0.024266    4.21707   
79.59     0.0708765 0.0241194   4.2171    
79.6      0.0713442 0.0239737   4.21712   
79.61     0.071815  0.0238289   4.21715   
79.62     0.0722891 0.0236851   4.21718   
79.63     0.0727663 0.0235421   4.2172    
79.64     0.0732468 0.0234      4.21723   
79.65     0.0737305 0.0232588   4.21725   
79.66     0.0742175 0.0231185   4.21728   
79.67     0.0747078 0.022979    4.21731   
79.68     0.0752014 0.0228405   4.21733   
79.69     0.0756984 0.0227028   4.21736   
79.7      0.0761987 0.0225659   4.21738   
79.71     0.0767024 0.02243     4.21741   
79.72     0.0772096 0.0222948   4.21744   
79.73     0.0777201 0.0221606   4.21746   
79.74     0.0782341 0.0220271   4.21749   
79.75     0.0787516 0.0218945   4.21751   
79.76     0.0792726 0.0217627   4.21754   
79.77     0.0797972 0.0216318   4.21757   
79.78     0.0803252 0.0215016   4.21759   
79.79     0.0808569 0.0213723   4.21762   
79.8      0.0813922 0.0212438   4.21764   
79.81     0.081931  0.0211161   4.21767   
79.82     0.0824736 0.0209892   4.21769   
79.83     0.0830198 0.0208631   4.21772   
79.84     0.0835697 0.0207378   4.21775   
79.85     0.0841233 0.0206132   4.21777   
79.86     0.0846807 0.0204895   4.2178    
79.87     0.0852419 0.0203665   4.21782   
79.88     0.0858068 0.0202443   4.21785   
79.89     0.0863756 0.0201228   4.21788   
79.9      0.0869482 0.0200021   4.2179    
79.91     0.0875247 0.0198822   4.21793   
79.92     0.0881051 0.019763    4.21795   
79.93     0.0886895 0.0196446   4.21798   
79.94     0.0892778 0.0195269   4.21801   
79.95     0.0898701 0.0194099   4.21803   
79.96     0.0904664 0.0192937   4.21806   
79.97     0.0910667 0.0191782   4.21808   
79.98     0.0916711 0.0190634   4.21811   
79.99     0.0922796 0.0189494   4.21813   
80        0.0928922 0.018836    4.21816   
80.01     0.093509  0.0187234   4.21819   
80.02     0.0941299 0.0186115   4.21821   
80.03     0.094755  0.0185002   4.21824   
80.04     0.0953844 0.0183897   4.21826   
80.05     0.0960181 0.0182799   4.21829   
80.06     0.096656  0.0181707   4.21832   
80.07     0.0972983 0.0180623   4.21834   
80.08     0.0979449 0.0179545   4.21837   
80.09     0.0985958 0.0178474   4.21839   
80.1      0.0992512 0.017741    4.21842   
80.11     0.0999111 0.0176352   4.21845   
80.12     0.100575  0.0175301   4.21847   
80.13     0.101244  0.0174256   4.2185    
80.14     0.101917  0.0173218   4.21852   
80.15     0.102595  0.0172187   4.21855   
80.16     0.103278  0.0171162   4.21857   
80.17     0.103965  0.0170144   4.2186    
80.18     0.104657  0.0169131   4.21863   
80.19     0.105353  0.0168126   4.21865   
80.2      0.106054  0.0167126   4.21868   
80.21     0.10676   0.0166133   4.2187    
80.22     0.107471  0.0165146   4.21873   
80.23     0.108186  0.0164165   4.21875   
80.24     0.108907  0.016319    4.21878   
80.25     0.109632  0.0162222   4.21881   
80.26     0.110362  0.0161259   4.21883   
80.27     0.111097  0.0160303   4.21886   
80.28     0.111837  0.0159353   4.21888   
80.29     0.112582  0.0158408   4.21891   
80.3      0.113332  0.015747    4.21894   
80.31     0.114088  0.0156537   4.21896   
80.32     0.114848  0.015561    4.21899   
80.33     0.115613  0.0154689   4.21901   
80.34     0.116384  0.0153774   4.21904   
80.35     0.11716   0.0152865   4.21906   
80.36     0.117941  0.0151961   4.21909   
80.37     0.118727  0.0151063   4.21912   
80.38     0.119519  0.015017    4.21914   
80.39     0.120316  0.0149283   4.21917   
80.4      0.121119  0.0148402   4.21919   
80.41     0.121927  0.0147526   4.21922   
80.42     0.12274   0.0146656   4.21924   
80.43     0.123559  0.0145791   4.21927   
80.44     0.124384  0.0144932   4.21929   
80.45     0.125214  0.0144078   4.21932   
80.46     0.126049  0.014323    4.21935   
80.47     0.126891  0.0142386   4.21937   
80.48     0.127738  0.0141548   4.2194    
80.49     0.12859   0.0140716   4.21942   
80.5      0.129449  0.0139888   4.21945   
80.51     0.130313  0.0139066   4.21947   
80.52     0.131184  0.0138249   4.2195    
80.53     0.13206   0.0137437   4.21953   
80.54     0.132942  0.013663    4.21955   
80.55     0.13383   0.0135828   4.21958   
80.56     0.134724  0.0135032   4.2196    
80.57     0.135624  0.013424    4.21963   
80.58     0.13653   0.0133453   4.21965   
80.59     0.137442  0.0132671   4.21968   
80.6      0.138361  0.0131895   4.2197    
80.61     0.139286  0.0131123   4.21973   
80.62     0.140217  0.0130355   4.21976   
80.63     0.141154  0.0129593   4.21978   
80.64     0.142098  0.0128836   4.21981   
80.65     0.143048  0.0128083   4.21983   
80.66     0.144004  0.0127335   4.21986   
80.67     0.144967  0.0126591   4.21988   
80.68     0.145937  0.0125853   4.21991   
80.69     0.146913  0.0125119   4.21993   
80.7      0.147895  0.0124389   4.21996   
80.71     0.148885  0.0123665   4.21998   
80.72     0.149881  0.0122944   4.22001   
80.73     0.150883  0.0122229   4.22004   
80.74     0.151893  0.0121518   4.22006   
80.75     0.152909  0.0120811   4.22009   
80.76     0.153933  0.0120109   4.22011   
80.77     0.154963  0.0119411   4.22014   
80.78     0.156     0.0118717   4.22016   
80.79     0.157044  0.0118028   4.22019   
80.8      0.158096  0.0117344   4.22021   
80.81     0.159154  0.0116663   4.22024   
80.82     0.16022   0.0115987   4.22026   
80.83     0.161292  0.0115315   4.22029   
80.84     0.162372  0.0114648   4.22032   
80.85     0.16346   0.0113984   4.22034   
80.86     0.164555  0.0113325   4.22037   
80.87     0.165657  0.011267    4.22039   
80.88     0.166766  0.0112019   4.22042   
80.89     0.167884  0.0111372   4.22044   
80.9      0.169008  0.011073    4.22047   
80.91     0.170141  0.0110091   4.22049   
80.92     0.171281  0.0109456   4.22052   
80.93     0.172428  0.0108826   4.22054   
80.94     0.173584  0.0108199   4.22057   
80.95     0.174747  0.0107576   4.22059   
80.96     0.175919  0.0106957   4.22062   
80.97     0.177098  0.0106343   4.22064   
80.98     0.178285  0.0105732   4.22067   
80.99     0.17948   0.0105124   4.22069   
81        0.180683  0.0104521   4.22072   
81.01     0.181895  0.0103922   4.22074   
81.02     0.183114  0.0103326   4.22077   
81.03     0.184342  0.0102734   4.22079   
81.04     0.185579  0.0102146   4.22082   
81.05     0.186823  0.0101561   4.22084   
81.06     0.188076  0.0100981   4.22087   
81.07     0.189338  0.0100404   4.2209    
81.08     0.190608  0.00998301  4.22092   
81.09     0.191886  0.00992603  4.22095   
81.1      0.193174  0.00986941  4.22097   
81.11     0.19447   0.00981314  4.221     
81.12     0.195775  0.00975723  4.22102   
81.13     0.197088  0.00970168  4.22105   
81.14     0.198411  0.00964648  4.22107   
81.15     0.199743  0.00959163  4.2211    
81.16     0.201083  0.00953712  4.22112   
81.17     0.202433  0.00948296  4.22115   
81.18     0.203792  0.00942915  4.22117   
81.19     0.20516   0.00937567  4.2212    
81.2      0.206537  0.00932253  4.22122   
81.21     0.207923  0.00926973  4.22125   
81.22     0.209319  0.00921727  4.22127   
81.23     0.210725  0.00916514  4.22129   
81.24     0.21214   0.00911334  4.22132   
81.25     0.213564  0.00906186  4.22134   
81.26     0.214999  0.00901072  4.22137   
81.27     0.216443  0.00895989  4.22139   
81.28     0.217896  0.0089094   4.22142   
81.29     0.21936   0.00885922  4.22144   
81.3      0.220833  0.00880936  4.22147   
81.31     0.222317  0.00875981  4.22149   
81.32     0.22381   0.00871059  4.22152   
81.33     0.225314  0.00866167  4.22154   
81.34     0.226828  0.00861307  4.22157   
81.35     0.228352  0.00856477  4.22159   
81.36     0.229886  0.00851678  4.22162   
81.37     0.231431  0.0084691   4.22164   
81.38     0.232986  0.00842172  4.22167   
81.39     0.234552  0.00837464  4.22169   
81.4      0.236128  0.00832786  4.22172   
81.41     0.237715  0.00828138  4.22174   
81.42     0.239313  0.00823519  4.22177   
81.43     0.240922  0.0081893   4.22179   
81.44     0.242542  0.0081437   4.22181   
81.45     0.244172  0.00809839  4.22184   
81.46     0.245814  0.00805337  4.22186   
81.47     0.247466  0.00800864  4.22189   
81.48     0.24913   0.0079642   4.22191   
81.49     0.250806  0.00792003  4.22194   
81.5      0.252492  0.00787615  4.22196   
81.51     0.25419   0.00783255  4.22199   
81.52     0.255899  0.00778922  4.22201   
81.53     0.257621  0.00774618  4.22204   
81.54     0.259353  0.00770341  4.22206   
81.55     0.261098  0.00766091  4.22208   
81.56     0.262854  0.00761868  4.22211   
81.57     0.264622  0.00757672  4.22213   
81.58     0.266402  0.00753503  4.22216   
81.59     0.268194  0.00749361  4.22218   
81.6      0.269999  0.00745245  4.22221   
81.61     0.271815  0.00741156  4.22223   
81.62     0.273644  0.00737093  4.22225   
81.63     0.275486  0.00733056  4.22228   
81.64     0.277339  0.00729044  4.2223    
81.65     0.279206  0.00725059  4.22233   
81.66     0.281085  0.00721099  4.22235   
81.67     0.282976  0.00717164  4.22238   
81.68     0.284881  0.00713255  4.2224    
81.69     0.286798  0.0070937   4.22242   
81.7      0.288729  0.00705511  4.22245   
81.71     0.290672  0.00701676  4.22247   
81.72     0.292629  0.00697866  4.2225    
81.73     0.294599  0.00694081  4.22252   
81.74     0.296582  0.0069032   4.22254   
81.75     0.298579  0.00686583  4.22257   
81.76     0.300589  0.0068287   4.22259   
81.77     0.302613  0.00679181  4.22262   
81.78     0.30465   0.00675515  4.22264   
81.79     0.306702  0.00671874  4.22266   
81.8      0.308767  0.00668255  4.22269   
81.81     0.310846  0.00664661  4.22271   
81.82     0.31294   0.00661089  4.22274   
81.83     0.315047  0.0065754   4.22276   
81.84     0.317169  0.00654014  4.22278   
81.85     0.319305  0.00650511  4.22281   
81.86     0.321456  0.00647031  4.22283   
81.87     0.323621  0.00643573  4.22286   
81.88     0.325801  0.00640137  4.22288   
81.89     0.327996  0.00636724  4.2229    
81.9      0.330205  0.00633333  4.22293   
81.91     0.33243   0.00629964  4.22295   
81.92     0.334669  0.00626616  4.22297   
81.93     0.336924  0.0062329   4.223     
81.94     0.339194  0.00619986  4.22302   
81.95     0.34148   0.00616703  4.22305   
81.96     0.343781  0.00613442  4.22307   
81.97     0.346097  0.00610201  4.22309   
81.98     0.348429  0.00606982  4.22312   
81.99     0.350777  0.00603784  4.22314   
82        0.353141  0.00600606  4.22316   
82.01     0.355521  0.00597449  4.22319   
82.02     0.357917  0.00594313  4.22321   
82.03     0.36033   0.00591197  4.22323   
82.04     0.362758  0.00588101  4.22326   
82.05     0.365203  0.00585026  4.22328   
82.06     0.367665  0.0058197   4.2233    
82.07     0.370143  0.00578935  4.22333   
82.08     0.372639  0.00575919  4.22335   
82.09     0.375151  0.00572923  4.22337   
82.1      0.37768   0.00569947  4.2234    
82.11     0.380226  0.0056699   4.22342   
82.12     0.382789  0.00564052  4.22344   
82.13     0.38537   0.00561134  4.22347   
82.14     0.387969  0.00558235  4.22349   
82.15     0.390585  0.00555355  4.22351   
82.16     0.393218  0.00552494  4.22354   
82.17     0.39587   0.00549651  4.22356   
82.18     0.398539  0.00546827  4.22358   
82.19     0.401227  0.00544022  4.22361   
82.2      0.403933  0.00541235  4.22363   
82.21     0.406657  0.00538467  4.22365   
82.22     0.409399  0.00535717  4.22367   
82.23     0.41216   0.00532985  4.2237    
82.24     0.41494   0.0053027   4.22372   
82.25     0.417739  0.00527574  4.22374   
82.26     0.420557  0.00524896  4.22377   
82.27     0.423393  0.00522235  4.22379   
82.28     0.426249  0.00519592  4.22381   
82.29     0.429125  0.00516967  4.22384   
82.3      0.43202   0.00514359  4.22386   
82.31     0.434934  0.00511768  4.22388   
82.32     0.437868  0.00509194  4.2239    
82.33     0.440822  0.00506638  4.22393   
82.34     0.443796  0.00504098  4.22395   
82.35     0.446791  0.00501576  4.22397   
82.36     0.449805  0.0049907   4.22399   
82.37     0.45284   0.00496581  4.22402   
82.38     0.455896  0.00494108  4.22404   
82.39     0.458972  0.00491652  4.22406   
82.4      0.462069  0.00489212  4.22408   
82.41     0.465187  0.00486789  4.22411   
82.42     0.468326  0.00484382  4.22413   
82.43     0.471487  0.00481991  4.22415   
82.44     0.474668  0.00479616  4.22417   
82.45     0.477872  0.00477257  4.2242    
82.46     0.481097  0.00474914  4.22422   
82.47     0.484344  0.00472587  4.22424   
82.48     0.487613  0.00470275  4.22426   
82.49     0.490904  0.00467979  4.22429   
82.5      0.494218  0.00465698  4.22431   
82.51     0.497553  0.00463433  4.22433   
82.52     0.500912  0.00461183  4.22435   
82.53     0.504293  0.00458948  4.22437   
82.54     0.507697  0.00456729  4.2244    
82.55     0.511125  0.00454524  4.22442   
82.56     0.514575  0.00452335  4.22444   
82.57     0.518049  0.0045016   4.22446   
82.58     0.521546  0.00448001  4.22448   
82.59     0.525067  0.00445855  4.22451   
82.6      0.528612  0.00443725  4.22453   
82.61     0.532181  0.00441609  4.22455   
82.62     0.535774  0.00439508  4.22457   
82.63     0.539392  0.00437421  4.22459   
82.64     0.543034  0.00435348  4.22462   
82.65     0.546701  0.00433289  4.22464   
82.66     0.550392  0.00431245  4.22466   
82.67     0.554109  0.00429215  4.22468   
82.68     0.55785   0.00427198  4.2247    
82.69     0.561618  0.00425196  4.22472   
82.7      0.56541   0.00423207  4.22475   
82.71     0.569228  0.00421232  4.22477   
82.72     0.573073  0.00419271  4.22479   
82.73     0.576943  0.00417324  4.22481   
82.74     0.580839  0.0041539   4.22483   
82.75     0.584762  0.00413469  4.22485   
82.76     0.588712  0.00411562  4.22488   
82.77     0.592688  0.00409668  4.2249    
82.78     0.596691  0.00407788  4.22492   
82.79     0.600721  0.00405921  4.22494   
82.8      0.604779  0.00404066  4.22496   
82.81     0.608864  0.00402225  4.22498   
82.82     0.612977  0.00400397  4.225     
82.83     0.617117  0.00398581  4.22502   
82.84     0.621286  0.00396779  4.22505   
82.85     0.625483  0.00394989  4.22507   
82.86     0.629708  0.00393212  4.22509   
82.87     0.633962  0.00391447  4.22511   
82.88     0.638245  0.00389695  4.22513   
82.89     0.642557  0.00387955  4.22515   
82.9      0.646898  0.00386228  4.22517   
82.91     0.651268  0.00384514  4.22519   
82.92     0.655668  0.00382811  4.22521   
82.93     0.660098  0.00381121  4.22523   
82.94     0.664558  0.00379443  4.22525   
82.95     0.669048  0.00377777  4.22528   
82.96     0.673569  0.00376123  4.2253    
82.97     0.67812   0.00374481  4.22532   
82.98     0.682702  0.0037285   4.22534   
82.99     0.687315  0.00371232  4.22536   
83        0.69196   0.00369626  4.22538   
83.01     0.696635  0.00368031  4.2254    
83.02     0.701343  0.00366448  4.22542   
83.03     0.706082  0.00364876  4.22544   
83.04     0.710854  0.00363316  4.22546   
83.05     0.715657  0.00361768  4.22548   
83.06     0.720494  0.00360231  4.2255    
83.07     0.725363  0.00358705  4.22552   
83.08     0.730265  0.00357191  4.22554   
83.09     0.7352    0.00355688  4.22556   
83.1      0.740169  0.00354196  4.22558   
83.11     0.745172  0.00352715  4.2256    
83.12     0.750208  0.00351245  4.22562   
83.13     0.755279  0.00349787  4.22564   
83.14     0.760383  0.00348339  4.22566   
83.15     0.765523  0.00346903  4.22568   
83.16     0.770697  0.00345477  4.2257    
83.17     0.775906  0.00344062  4.22572   
83.18     0.781151  0.00342658  4.22574   
83.19     0.786431  0.00341264  4.22576   
83.2      0.791747  0.00339881  4.22578   
83.21     0.797099  0.00338509  4.2258    
83.22     0.802487  0.00337148  4.22582   
83.23     0.807912  0.00335796  4.22584   
83.24     0.813373  0.00334456  4.22586   
83.25     0.818872  0.00333126  4.22588   
83.26     0.824407  0.00331806  4.2259    
83.27     0.829981  0.00330496  4.22592   
83.28     0.835592  0.00329197  4.22594   
83.29     0.841241  0.00327908  4.22596   
83.3      0.846928  0.0032663   4.22598   
83.31     0.852654  0.00325361  4.226     
83.32     0.858418  0.00324103  4.22602   
83.33     0.864222  0.00322854  4.22603   
83.34     0.870065  0.00321616  4.22605   
83.35     0.875948  0.00320387  4.22607   
83.36     0.88187   0.00319169  4.22609   
83.37     0.887832  0.0031796   4.22611   
83.38     0.893835  0.00316761  4.22613   
83.39     0.899879  0.00315572  4.22615   
83.4      0.905964  0.00314393  4.22617   
83.41     0.912089  0.00313224  4.22619   
83.42     0.918257  0.00312064  4.22621   
83.43     0.924466  0.00310914  4.22622   
83.44     0.930717  0.00309773  4.22624   
83.45     0.93701   0.00308642  4.22626   
83.46     0.943347  0.00307521  4.22628   
83.47     0.949726  0.00306409  4.2263    
83.48     0.956148  0.00305306  4.22632   
83.49     0.962614  0.00304213  4.22634   
83.5      0.969123  0.0030313   4.22636   
83.51     0.975677  0.00302055  4.22637   
83.52     0.982275  0.0030099   4.22639   
83.53     0.988918  0.00299934  4.22641   
83.54     0.995606  0.00298888  4.22643   
83.55     1.00234   0.0029785   4.22645   
83.56     1.00912   0.00296822  4.22647   
83.57     1.01594   0.00295803  4.22648   
83.58     1.02281   0.00294793  4.2265    
83.59     1.02973   0.00293793  4.22652   
83.6      1.03669   0.00292801  4.22654   
83.61     1.04371   0.00291818  4.22656   
83.62     1.05077   0.00290844  4.22657   
83.63     1.05787   0.00289879  4.22659   
83.64     1.06503   0.00288923  4.22661   
83.65     1.07223   0.00287976  4.22663   
83.66     1.07948   0.00287038  4.22665   
83.67     1.08678   0.00286109  4.22666   
83.68     1.09413   0.00285189  4.22668   
83.69     1.10154   0.00284277  4.2267    
83.7      1.10899   0.00283374  4.22672   
83.71     1.11649   0.0028248   4.22673   
83.72     1.12404   0.00281594  4.22675   
83.73     1.13164   0.00280717  4.22677   
83.74     1.1393    0.00279849  4.22679   
83.75     1.147     0.0027899   4.2268    
83.76     1.15476   0.00278139  4.22682   
83.77     1.16257   0.00277297  4.22684   
83.78     1.17044   0.00276463  4.22686   
83.79     1.17836   0.00275638  4.22687   
83.8      1.18633   0.00274821  4.22689   
83.81     1.19435   0.00274013  4.22691   
83.82     1.20243   0.00273213  4.22692   
83.83     1.21057   0.00272422  4.22694   
83.84     1.21876   0.00271639  4.22696   
83.85     1.227     0.00270865  4.22698   
83.86     1.2353    0.00270099  4.22699   
83.87     1.24366   0.00269342  4.22701   
83.88     1.25207   0.00268593  4.22703   
83.89     1.26054   0.00267852  4.22704   
83.9      1.26907   0.00267119  4.22706   
83.91     1.27766   0.00266395  4.22708   
83.92     1.2863    0.0026568   4.22709   
83.93     1.295     0.00264972  4.22711   
83.94     1.30376   0.00264273  4.22713   
83.95     1.31258   0.00263582  4.22714   
83.96     1.32146   0.002629    4.22716   
83.97     1.3304    0.00262225  4.22718   
83.98     1.33941   0.00261559  4.22719   
83.99     1.34847   0.00260901  4.22721   
84        1.35759   0.00260252  4.22722   
84.01     1.36678   0.0025961   4.22724   
84.02     1.37602   0.00258977  4.22726   
84.03     1.38533   0.00258352  4.22727   
84.04     1.39471   0.00257735  4.22729   
84.05     1.40414   0.00257127  4.22731   
84.06     1.41364   0.00256526  4.22732   
84.07     1.42321   0.00255934  4.22734   
84.08     1.43284   0.0025535   4.22735   
84.09     1.44253   0.00254774  4.22737   
84.1      1.45229   0.00254206  4.22739   
84.11     1.46212   0.00253646  4.2274    
84.12     1.47201   0.00253095  4.22742   
84.13     1.48197   0.00252552  4.22743   
84.14     1.492     0.00252017  4.22745   
84.15     1.5021    0.0025149   4.22746   
84.16     1.51226   0.00250971  4.22748   
84.17     1.52249   0.0025046   4.2275    
84.18     1.5328    0.00249958  4.22751   
84.19     1.54317   0.00249463  4.22753   
84.2      1.55361   0.00248977  4.22754   
84.21     1.56412   0.00248499  4.22756   
84.22     1.57471   0.00248029  4.22757   
84.23     1.58536   0.00247568  4.22759   
84.24     1.59609   0.00247114  4.2276    
84.25     1.60689   0.00246669  4.22762   
84.26     1.61776   0.00246232  4.22763   
84.27     1.62871   0.00245803  4.22765   
84.28     1.63973   0.00245383  4.22767   
84.29     1.65083   0.0024497   4.22768   
84.3      1.662     0.00244566  4.2277    
84.31     1.67325   0.0024417   4.22771   
84.32     1.68457   0.00243783  4.22773   
84.33     1.69597   0.00243403  4.22774   
84.34     1.70745   0.00243032  4.22776   
84.35     1.719     0.0024267   4.22777   
84.36     1.73063   0.00242315  4.22779   
84.37     1.74235   0.00241969  4.2278    
84.38     1.75414   0.00241632  4.22782   
84.39     1.76601   0.00241303  4.22783   
84.4      1.77796   0.00240982  4.22785   
84.41     1.78999   0.00240669  4.22786   
84.42     1.8021    0.00240365  4.22787   
84.43     1.8143    0.0024007   4.22789   
84.44     1.82658   0.00239783  4.2279    
84.45     1.83894   0.00239505  4.22792   
84.46     1.85138   0.00239235  4.22793   
84.47     1.86391   0.00238973  4.22795   
84.48     1.87653   0.00238721  4.22796   
84.49     1.88923   0.00238477  4.22798   
84.5      1.90201   0.00238241  4.22799   
84.51     1.91488   0.00238015  4.22801   
84.52     1.92784   0.00237797  4.22802   
84.53     1.94089   0.00237587  4.22804   
84.54     1.95403   0.00237387  4.22805   
84.55     1.96725   0.00237195  4.22806   
84.56     1.98056   0.00237013  4.22808   
84.57     1.99397   0.00236839  4.22809   
84.58     2.00746   0.00236674  4.22811   
84.59     2.02105   0.00236518  4.22812   
84.6      2.03473   0.00236371  4.22814   
84.61     2.0485    0.00236234  4.22815   
84.62     2.06236   0.00236105  4.22816   
84.63     2.07632   0.00235986  4.22818   
84.64     2.09037   0.00235875  4.22819   
84.65     2.10452   0.00235774  4.22821   
84.66     2.11876   0.00235683  4.22822   
84.67     2.1331    0.00235601  4.22824   
84.68     2.14753   0.00235528  4.22825   
84.69     2.16207   0.00235464  4.22826   
84.7      2.1767    0.0023541   4.22828   
84.71     2.19143   0.00235366  4.22829   
84.72     2.20626   0.00235331  4.22831   
84.73     2.22119   0.00235307  4.22832   
84.74     2.23623   0.00235291  4.22834   
84.75     2.25136   0.00235286  4.22835   
84.76     2.2666    0.00235291  4.22836   
84.77     2.28194   0.00235305  4.22838   
84.78     2.29738   0.0023533   4.22839   
84.79     2.31293   0.00235364  4.22841   
84.8      2.32858   0.00235409  4.22842   
84.81     2.34434   0.00235464  4.22844   
84.82     2.36021   0.0023553   4.22845   
84.83     2.37618   0.00235606  4.22846   
84.84     2.39226   0.00235692  4.22848   
84.85     2.40845   0.00235789  4.22849   
84.86     2.42475   0.00235896  4.22851   
84.87     2.44116   0.00236014  4.22852   
84.88     2.45768   0.00236144  4.22854   
84.89     2.47432   0.00236284  4.22855   
84.9      2.49106   0.00236435  4.22856   
84.91     2.50792   0.00236597  4.22858   
84.92     2.52489   0.0023677   4.22859   
84.93     2.54198   0.00236954  4.22861   
84.94     2.55919   0.0023715   4.22862   
84.95     2.57651   0.00237358  4.22864   
84.96     2.59394   0.00237577  4.22865   
84.97     2.6115    0.00237808  4.22867   
84.98     2.62917   0.0023805   4.22868   
84.99     2.64696   0.00238305  4.22869   
85        2.66488   0.00238572  4.22871   
85.01     2.68291   0.0023885   4.22872   
85.02     2.70107   0.00239142  4.22874   
