Total states: 9901
Time      Preys     Predators   H         
------------------------------------------
21.19     0.0102053 0.603476    3.67491   
21.2      0.0102266 0.599729    3.67492   
21.21     0.0102483 0.596005    3.67494   
21.22     0.0102703 0.592304    3.67495   
21.23     0.0102927 0.588627    3.67496   
21.24     0.0103154 0.584972    3.67498   
21.25     0.0103385 0.58134     3.67499   
21.26     0.0103619 0.57773     3.67501   
21.27     0.0103856 0.574143    3.67502   
21.28     0.0104097 0.570579    3.67504   
21.29     0.0104341 0.567036    3.67505   
21.3      0.0104589 0.563515    3.67507   
21.31     0.0104841 0.560017    3.67508   
21.32     0.0105095 0.55654     3.6751    
21.33     0.0105353 0.553085    3.67511   
21.34     0.0105615 0.549651    3.67513   
21.35     0.010588  0.546238    3.67514   
21.36     0.0106149 0.542847    3.67516   
21.37     0.0106421 0.539477    3.67517   
21.38     0.0106696 0.536128    3.67519   
21.39     0.0106976 0.5328      3.6752    
21.4      0.0107258 0.529492    3.67522   
21.41     0.0107544 0.526205    3.67523   
21.42     0.0107834 0.522939    3.67525   
21.43     0.0108127 0.519692    3.67527   
21.44     0.0108423 0.516466    3.67528   
21.45     0.0108724 0.51326     3.6753    
21.46     0.0109027 0.510074    3.67531   
21.47     0.0109335 0.506908    3.67533   
21.48     0.0109645 0.503761    3.67534   
21.49     0.010996  0.500635    3.67536   
21.5      0.0110278 0.497527    3.67537   
21.51     0.0110599 0.494439    3.67539   
21.52     0.0110924 0.49137     3.67541   
21.53     0.0111253 0.48832     3.67542   
21.54     0.0111585 0.485289    3.67544   
21.55     0.0111921 0.482277    3.67545   
21.56     0.0112261 0.479284    3.67547   
21.57     0.0112604 0.476309    3.67549   
21.58     0.0112951 0.473353    3.6755    
21.59     0.0113302 0.470415    3.67552   
21.6      0.0113656 0.467496    3.67553   
21.61     0.0114014 0.464594    3.67555   
21.62     0.0114376 0.461711    3.67557   
21.63     0.0114741 0.458846    3.67558   
21.64     0.011511  0.455998    3.6756    
21.65     0.0115483 0.453169    3.67562   
21.66     0.0115859 0.450356    3.67563   
21.67     0.011624  0.447562    3.67565   
21.68     0.0116624 0.444784    3.67567   
21.69     0.0117012 0.442024    3.67568   
21.7      0.0117403 0.439282    3.6757    
21.71     0.0117799 0.436556    3.67572   
21.72     0.0118198 0.433847    3.67573   
21.73     0.0118601 0.431155    3.67575   
21.74     0.0119008 0.42848     3.67577   
21.75     0.0119419 0.425821    3.67578   
21.76     0.0119834 0.423179    3.6758    
21.77     0.0120253 0.420554    3.67582   
21.78     0.0120676 0.417945    3.67583   
21.79     0.0121102 0.415352    3.67585   
21.8      0.0121533 0.412775    3.67587   
21.81     0.0121967 0.410214    3.67588   
21.82     0.0122406 0.407669    3.6759    
21.83     0.0122848 0.40514     3.67592   
21.84     0.0123295 0.402627    3.67594   
21.85     0.0123745 0.400129    3.67595   
21.86     0.01242   0.397647    3.67597   
21.87     0.0124658 0.39518     3.67599   
21.88     0.0125121 0.392729    3.67601   
21.89     0.0125588 0.390293    3.67602   
21.9      0.0126059 0.387872    3.67604   
21.91     0.0126534 0.385466    3.67606   
21.92     0.0127013 0.383075    3.67608   
21.93     0.0127496 0.380699    3.67609   
21.94     0.0127984 0.378338    3.67611   
21.95     0.0128476 0.375992    3.67613   
21.96     0.0128972 0.37366     3.67615   
21.97     0.0129472 0.371342    3.67616   
21.98     0.0129977 0.369039    3.67618   
21.99     0.0130486 0.366751    3.6762    
22        0.0130999 0.364476    3.67622   
22.01     0.0131517 0.362216    3.67624   
22.02     0.0132038 0.35997     3.67625   
22.03     0.0132565 0.357738    3.67627   
22.04     0.0133095 0.35552     3.67629   
22.05     0.013363  0.353315    3.67631   
22.06     0.013417  0.351124    3.67633   
22.07     0.0134714 0.348947    3.67634   
22.08     0.0135263 0.346784    3.67636   
22.09     0.0135816 0.344634    3.67638   
22.1      0.0136373 0.342497    3.6764    
22.11     0.0136935 0.340374    3.67642   
22.12     0.0137502 0.338263    3.67644   
22.13     0.0138073 0.336166    3.67645   
22.14     0.0138649 0.334082    3.67647   
22.15     0.013923  0.332011    3.67649   
22.16     0.0139815 0.329953    3.67651   
22.17     0.0140405 0.327908    3.67653   
22.18     0.0140999 0.325875    3.67655   
22.19     0.0141599 0.323855    3.67657   
22.2      0.0142203 0.321848    3.67658   
22.21     0.0142812 0.319853    3.6766    
22.22     0.0143426 0.317871    3.67662   
22.23     0.0144044 0.315901    3.67664   
22.24     0.0144668 0.313943    3.67666   
22.25     0.0145296 0.311997    3.67668   
22.26     0.014593  0.310064    3.6767    
22.27     0.0146568 0.308142    3.67672   
22.28     0.0147211 0.306232    3.67674   
22.29     0.0147859 0.304335    3.67675   
22.3      0.0148513 0.302449    3.67677   
22.31     0.0149171 0.300575    3.67679   
22.32     0.0149835 0.298712    3.67681   
22.33     0.0150503 0.296862    3.67683   
22.34     0.0151177 0.295022    3.67685   
22.35     0.0151856 0.293194    3.67687   
22.36     0.015254  0.291378    3.67689   
22.37     0.015323  0.289573    3.67691   
22.38     0.0153924 0.287779    3.67693   
22.39     0.0154624 0.285996    3.67695   
22.4      0.0155329 0.284224    3.67697   
22.41     0.015604  0.282464    3.67699   
22.42     0.0156756 0.280714    3.67701   
22.43     0.0157478 0.278975    3.67703   
22.44     0.0158204 0.277247    3.67705   
22.45     0.0158937 0.27553     3.67707   
22.46     0.0159675 0.273824    3.67709   
22.47     0.0160418 0.272128    3.67711   
22.48     0.0161167 0.270443    3.67713   
22.49     0.0161922 0.268768    3.67715   
22.5      0.0162682 0.267103    3.67717   
22.51     0.0163448 0.265449    3.67719   
22.52     0.016422  0.263806    3.67721   
22.53     0.0164997 0.262172    3.67723   
22.54     0.016578  0.260549    3.67725   
22.55     0.0166569 0.258936    3.67727   
22.56     0.0167364 0.257332    3.67729   
22.57     0.0168165 0.255739    3.67731   
22.58     0.0168971 0.254156    3.67733   
22.59     0.0169784 0.252583    3.67735   
22.6      0.0170602 0.251019    3.67737   
22.61     0.0171427 0.249465    3.67739   
22.62     0.0172258 0.247921    3.67741   
22.63     0.0173094 0.246386    3.67743   
22.64     0.0173937 0.244861    3.67745   
22.65     0.0174786 0.243346    3.67747   
22.66     0.0175642 0.24184     3.67749   
22.67     0.0176503 0.240343    3.67751   
22.68     0.0177371 0.238856    3.67753   
22.69     0.0178245 0.237377    3.67755   
22.7      0.0179125 0.235908    3.67757   
22.71     0.0180012 0.234449    3.67759   
22.72     0.0180905 0.232998    3.67761   
22.73     0.0181805 0.231556    3.67763   
22.74     0.0182711 0.230124    3.67765   
22.75     0.0183624 0.2287      3.67767   
22.76     0.0184544 0.227285    3.6777    
22.77     0.018547  0.225879    3.67772   
22.78     0.0186402 0.224482    3.67774   
22.79     0.0187342 0.223093    3.67776   
22.8      0.0188288 0.221713    3.67778   
22.81     0.0189241 0.220342    3.6778    
22.82     0.0190201 0.218979    3.67782   
22.83     0.0191168 0.217625    3.67784   
22.84     0.0192141 0.216279    3.67786   
22.85     0.0193122 0.214941    3.67788   
22.86     0.0194109 0.213612    3.67791   
22.87     0.0195104 0.212291    3.67793   
22.88     0.0196106 0.210978    3.67795   
22.89     0.0197115 0.209674    3.67797   
22.9      0.0198131 0.208377    3.67799   
22.91     0.0199154 0.207089    3.67801   
22.92     0.0200185 0.205809    3.67803   
22.93     0.0201223 0.204536    3.67805   
22.94     0.0202268 0.203272    3.67808   
22.95     0.0203321 0.202016    3.6781    
22.96     0.0204381 0.200767    3.67812   
22.97     0.0205449 0.199526    3.67814   
22.98     0.0206524 0.198293    3.67816   
22.99     0.0207607 0.197067    3.67818   
23        0.0208698 0.195849    3.67821   
23.01     0.0209796 0.194639    3.67823   
23.02     0.0210902 0.193436    3.67825   
23.03     0.0212016 0.192241    3.67827   
23.04     0.0213138 0.191053    3.67829   
23.05     0.0214267 0.189873    3.67831   
23.06     0.0215405 0.1887      3.67834   
23.07     0.021655  0.187534    3.67836   
23.08     0.0217704 0.186376    3.67838   
23.09     0.0218866 0.185224    3.6784    
23.1      0.0220036 0.18408     3.67842   
23.11     0.0221214 0.182943    3.67844   
23.12     0.02224   0.181813    3.67847   
23.13     0.0223595 0.18069     3.67849   
23.14     0.0224798 0.179575    3.67851   
23.15     0.0226009 0.178466    3.67853   
23.16     0.0227229 0.177364    3.67855   
23.17     0.0228458 0.176269    3.67858   
23.18     0.0229695 0.17518     3.6786    
23.19     0.023094  0.174099    3.67862   
23.2      0.0232195 0.173024    3.67864   
23.21     0.0233458 0.171956    3.67867   
23.22     0.023473  0.170894    3.67869   
23.23     0.0236011 0.16984     3.67871   
23.24     0.02373   0.168791    3.67873   
23.25     0.0238599 0.16775     3.67875   
23.26     0.0239907 0.166714    3.67878   
23.27     0.0241224 0.165685    3.6788    
23.28     0.024255  0.164663    3.67882   
23.29     0.0243885 0.163647    3.67884   
23.3      0.024523  0.162637    3.67887   
23.31     0.0246584 0.161634    3.67889   
23.32     0.0247947 0.160637    3.67891   
23.33     0.024932  0.159646    3.67893   
23.34     0.0250702 0.158661    3.67896   
23.35     0.0252094 0.157683    3.67898   
23.36     0.0253495 0.15671     3.679     
23.37     0.0254907 0.155744    3.67902   
23.38     0.0256328 0.154783    3.67905   
23.39     0.0257758 0.153829    3.67907   
23.4      0.0259199 0.15288     3.67909   
23.41     0.026065  0.151938    3.67911   
23.42     0.026211  0.151001    3.67914   
23.43     0.0263581 0.15007     3.67916   
23.44     0.0265062 0.149145    3.67918   
23.45     0.0266553 0.148225    3.67921   
23.46     0.0268055 0.147312    3.67923   
23.47     0.0269567 0.146404    3.67925   
23.48     0.0271089 0.145502    3.67927   
23.49     0.0272622 0.144605    3.6793    
23.5      0.0274165 0.143714    3.67932   
23.51     0.0275719 0.142829    3.67934   
23.52     0.0277284 0.141949    3.67937   
23.53     0.0278859 0.141074    3.67939   
23.54     0.0280446 0.140205    3.67941   
23.55     0.0282043 0.139341    3.67943   
23.56     0.0283651 0.138483    3.67946   
23.57     0.0285271 0.13763     3.67948   
23.58     0.0286901 0.136783    3.6795    
23.59     0.0288543 0.13594     3.67953   
23.6      0.0290196 0.135103    3.67955   
23.61     0.029186  0.134272    3.67957   
23.62     0.0293536 0.133445    3.6796    
23.63     0.0295223 0.132623    3.67962   
23.64     0.0296922 0.131807    3.67964   
23.65     0.0298632 0.130996    3.67967   
23.66     0.0300354 0.130189    3.67969   
23.67     0.0302088 0.129388    3.67971   
23.68     0.0303834 0.128592    3.67974   
23.69     0.0305592 0.127801    3.67976   
23.7      0.0307362 0.127014    3.67978   
23.71     0.0309144 0.126233    3.67981   
23.72     0.0310939 0.125456    3.67983   
23.73     0.0312745 0.124685    3.67985   
23.74     0.0314564 0.123918    3.67988   
23.75     0.0316396 0.123156    3.6799    
23.76     0.031824  0.122398    3.67992   
23.77     0.0320096 0.121646    3.67995   
23.78     0.0321965 0.120898    3.67997   
23.79     0.0323848 0.120154    3.67999   
23.8      0.0325742 0.119416    3.68002   
23.81     0.032765  0.118682    3.68004   
23.82     0.0329571 0.117952    3.68006   
23.83     0.0331505 0.117227    3.68009   
23.84     0.0333453 0.116507    3.68011   
23.85     0.0335413 0.115791    3.68013   
23.86     0.0337387 0.115079    3.68016   
23.87     0.0339375 0.114372    3.68018   
23.88     0.0341376 0.11367     3.68021   
23.89     0.0343391 0.112971    3.68023   
23.9      0.0345419 0.112278    3.68025   
23.91     0.0347462 0.111588    3.68028   
23.92     0.0349518 0.110903    3.6803    
23.93     0.0351588 0.110222    3.68032   
23.94     0.0353673 0.109545    3.68035   
23.95     0.0355771 0.108872    3.68037   
23.96     0.0357884 0.108204    3.68039   
23.97     0.0360012 0.10754     3.68042   
23.98     0.0362154 0.10688     3.68044   
23.99     0.036431  0.106224    3.68047   
24        0.0366481 0.105572    3.68049   
24.01     0.0368667 0.104924    3.68051   
24.02     0.0370868 0.104281    3.68054   
24.03     0.0373084 0.103641    3.68056   
24.04     0.0375315 0.103005    3.68059   
24.05     0.0377561 0.102373    3.68061   
24.06     0.0379823 0.101746    3.68063   
24.07     0.0382099 0.101122    3.68066   
24.08     0.0384392 0.100502    3.68068   
24.09     0.03867   0.0998855   3.68071   
24.1      0.0389024 0.0992732   3.68073   
24.11     0.0391363 0.0986647   3.68075   
24.12     0.0393719 0.0980599   3.68078   
24.13     0.039609  0.097459    3.6808    
24.14     0.0398478 0.0968618   3.68083   
24.15     0.0400881 0.0962684   3.68085   
24.16     0.0403302 0.0956786   3.68087   
24.17     0.0405738 0.0950925   3.6809    
24.18     0.0408192 0.0945101   3.68092   
24.19     0.0410661 0.0939313   3.68095   
24.2      0.0413148 0.0933561   3.68097   
24.21     0.0415652 0.0927845   3.681     
24.22     0.0418172 0.0922164   3.68102   
24.23     0.042071  0.0916519   3.68104   
24.24     0.0423265 0.0910909   3.68107   
24.25     0.0425838 0.0905335   3.68109   
24.26     0.0428427 0.0899795   3.68112   
24.27     0.0431035 0.0894289   3.68114   
24.28     0.043366  0.0888818   3.68116   
24.29     0.0436303 0.0883381   3.68119   
24.3      0.0438964 0.0877978   3.68121   
24.31     0.0441643 0.0872608   3.68124   
24.32     0.044434  0.0867272   3.68126   
24.33     0.0447056 0.086197    3.68129   
24.34     0.044979  0.08567     3.68131   
24.35     0.0452542 0.0851463   3.68133   
24.36     0.0455314 0.0846259   3.68136   
24.37     0.0458104 0.0841088   3.68138   
24.38     0.0460913 0.0835948   3.68141   
24.39     0.0463741 0.0830841   3.68143   
24.4      0.0466588 0.0825766   3.68146   
24.41     0.0469455 0.0820722   3.68148   
24.42     0.0472341 0.081571    3.68151   
24.43     0.0475246 0.0810729   3.68153   
24.44     0.0478172 0.0805779   3.68155   
24.45     0.0481117 0.0800859   3.68158   
24.46     0.0484082 0.0795971   3.6816    
24.47     0.0487067 0.0791113   3.68163   
24.48     0.0490073 0.0786286   3.68165   
24.49     0.0493099 0.0781488   3.68168   
24.5      0.0496145 0.077672    3.6817    
24.51     0.0499212 0.0771983   3.68173   
24.52     0.05023   0.0767274   3.68175   
24.53     0.0505409 0.0762595   3.68178   
24.54     0.0508539 0.0757946   3.6818    
24.55     0.051169  0.0753325   3.68182   
24.56     0.0514862 0.0748733   3.68185   
24.57     0.0518056 0.074417    3.68187   
24.58     0.0521272 0.0739635   3.6819    
24.59     0.052451  0.0735129   3.68192   
24.6      0.0527769 0.073065    3.68195   
24.61     0.053105  0.07262     3.68197   
24.62     0.0534354 0.0721777   3.682     
24.63     0.053768  0.0717382   3.68202   
24.64     0.0541029 0.0713015   3.68205   
24.65     0.05444   0.0708674   3.68207   
24.66     0.0547795 0.0704361   3.6821    
24.67     0.0551212 0.0700075   3.68212   
24.68     0.0554652 0.0695815   3.68215   
24.69     0.0558116 0.0691582   3.68217   
24.7      0.0561603 0.0687376   3.68219   
24.71     0.0565114 0.0683195   3.68222   
24.72     0.0568648 0.0679041   3.68224   
24.73     0.0572207 0.0674913   3.68227   
24.74     0.057579  0.067081    3.68229   
24.75     0.0579396 0.0666733   3.68232   
24.76     0.0583028 0.0662682   3.68234   
24.77     0.0586684 0.0658656   3.68237   
24.78     0.0590364 0.0654654   3.68239   
24.79     0.059407  0.0650678   3.68242   
24.8      0.0597801 0.0646727   3.68244   
24.81     0.0601557 0.06428     3.68247   
24.82     0.0605338 0.0638898   3.68249   
24.83     0.0609145 0.0635021   3.68252   
24.84     0.0612978 0.0631167   3.68254   
24.85     0.0616837 0.0627338   3.68257   
24.86     0.0620721 0.0623532   3.68259   
24.87     0.0624633 0.061975    3.68262   
24.88     0.062857  0.0615992   3.68264   
24.89     0.0632535 0.0612257   3.68267   
24.9      0.0636526 0.0608546   3.68269   
24.91     0.0640544 0.0604857   3.68272   
24.92     0.0644589 0.0601192   3.68274   
24.93     0.0648662 0.059755    3.68277   
24.94     0.0652763 0.059393    3.68279   
24.95     0.0656891 0.0590333   3.68282   
24.96     0.0661047 0.0586759   3.68284   
24.97     0.0665231 0.0583207   3.68287   
24.98     0.0669443 0.0579677   3.68289   
24.99     0.0673684 0.0576169   3.68292   
25        0.0677954 0.0572682   3.68294   
25.01     0.0682253 0.0569218   3.68297   
25.02     0.068658  0.0565775   3.68299   
25.03     0.0690937 0.0562354   3.68301   
25.04     0.0695324 0.0558955   3.68304   
25.05     0.069974  0.0555576   3.68306   
25.06     0.0704186 0.0552219   3.68309   
25.07     0.0708662 0.0548882   3.68311   
25.08     0.0713169 0.0545566   3.68314   
25.09     0.0717706 0.0542271   3.68316   
25.1      0.0722273 0.0538997   3.68319   
25.11     0.0726872 0.0535743   3.68321   
25.12     0.0731502 0.053251    3.68324   
25.13     0.0736163 0.0529296   3.68326   
25.14     0.0740855 0.0526103   3.68329   
25.15     0.074558  0.052293    3.68331   
25.16     0.0750336 0.0519776   3.68334   
25.17     0.0755124 0.0516642   3.68336   
25.18     0.0759945 0.0513528   3.68339   
25.19     0.0764799 0.0510433   3.68342   
25.2      0.0769685 0.0507358   3.68344   
25.21     0.0774604 0.0504302   3.68347   
25.22     0.0779557 0.0501265   3.68349   
25.23     0.0784543 0.0498247   3.68352   
25.24     0.0789563 0.0495247   3.68354   
25.25     0.0794617 0.0492267   3.68357   
25.26     0.0799705 0.0489305   3.68359   
25.27     0.0804827 0.0486361   3.68362   
25.28     0.0809984 0.0483436   3.68364   
25.29     0.0815176 0.048053    3.68367   
25.3      0.0820404 0.0477641   3.68369   
25.31     0.0825666 0.0474771   3.68372   
25.32     0.0830964 0.0471918   3.68374   
25.33     0.0836298 0.0469084   3.68377   
25.34     0.0841668 0.0466267   3.68379   
25.35     0.0847074 0.0463467   3.68382   
25.36     0.0852517 0.0460685   3.68384   
25.37     0.0857997 0.0457921   3.68387   
25.38     0.0863514 0.0455174   3.68389   
25.39     0.0869068 0.0452444   3.68392   
25.4      0.087466  0.0449731   3.68394   
25.41     0.0880289 0.0447035   3.68397   
25.42     0.0885957 0.0444356   3.68399   
25.43     0.0891663 0.0441694   3.68402   
25.44     0.0897407 0.0439048   3.68404   
25.45     0.0903191 0.0436419   3.68407   
25.46     0.0909013 0.0433806   3.68409   
25.47     0.0914875 0.043121    3.68412   
25.48     0.0920776 0.042863    3.68414   
25.49     0.0926718 0.0426066   3.68417   
25.5      0.09327   0.0423518   3.68419   
25.51     0.0938722 0.0420986   3.68422   
25.52     0.0944784 0.041847    3.68424   
25.53     0.0950888 0.0415969   3.68427   
25.54     0.0957033 0.0413484   3.68429   
25.55     0.096322  0.0411015   3.68432   
25.56     0.0969449 0.0408561   3.68434   
25.57     0.0975719 0.0406123   3.68437   
25.58     0.0982032 0.04037     3.68439   
25.59     0.0988388 0.0401292   3.68442   
25.6      0.0994787 0.0398899   3.68444   
25.61     0.100123  0.0396521   3.68447   
25.62     0.100771  0.0394158   3.68449   
25.63     0.101424  0.039181    3.68452   
25.64     0.102082  0.0389476   3.68454   
25.65     0.102744  0.0387157   3.68457   
25.66     0.10341   0.0384853   3.68459   
25.67     0.104081  0.0382563   3.68462   
25.68     0.104756  0.0380287   3.68465   
25.69     0.105436  0.0378026   3.68467   
25.7      0.10612   0.0375779   3.6847    
25.71     0.106809  0.0373546   3.68472   
25.72     0.107503  0.0371326   3.68475   
25.73     0.108202  0.0369121   3.68477   
25.74     0.108905  0.036693    3.6848    
25.75     0.109613  0.0364752   3.68482   
25.76     0.110326  0.0362588   3.68485   
25.77     0.111043  0.0360437   3.68487   
25.78     0.111766  0.03583     3.6849    
25.79     0.112493  0.0356177   3.68492   
25.8      0.113225  0.0354066   3.68495   
25.81     0.113962  0.0351969   3.68497   
25.82     0.114704  0.0349885   3.685     
25.83     0.115452  0.0347814   3.68502   
25.84     0.116204  0.0345756   3.68505   
25.85     0.116961  0.0343711   3.68507   
25.86     0.117724  0.0341679   3.6851    
25.87     0.118491  0.0339659   3.68512   
25.88     0.119264  0.0337653   3.68515   
25.89     0.120042  0.0335658   3.68517   
25.9      0.120825  0.0333677   3.6852    
25.91     0.121614  0.0331707   3.68522   
25.92     0.122408  0.032975    3.68525   
25.93     0.123207  0.0327806   3.68527   
25.94     0.124012  0.0325873   3.6853    
25.95     0.124822  0.0323953   3.68532   
25.96     0.125637  0.0322044   3.68535   
25.97     0.126458  0.0320148   3.68537   
25.98     0.127285  0.0318264   3.6854    
25.99     0.128117  0.0316391   3.68542   
26        0.128955  0.031453    3.68545   
26.01     0.129799  0.0312681   3.68547   
26.02     0.130648  0.0310843   3.6855    
26.03     0.131503  0.0309017   3.68552   
26.04     0.132364  0.0307203   3.68555   
26.05     0.13323   0.0305399   3.68557   
26.06     0.134103  0.0303608   3.6856    
26.07     0.134981  0.0301827   3.68562   
26.08     0.135866  0.0300057   3.68565   
26.09     0.136756  0.0298299   3.68567   
26.1      0.137652  0.0296552   3.6857    
26.11     0.138554  0.0294815   3.68572   
26.12     0.139463  0.029309    3.68575   
26.13     0.140378  0.0291375   3.68577   
26.14     0.141298  0.0289672   3.6858    
26.15     0.142225  0.0287978   3.68582   
26.16     0.143159  0.0286296   3.68585   
26.17     0.144098  0.0284624   3.68587   
26.18     0.145044  0.0282963   3.6859    
26.19     0.145997  0.0281312   3.68592   
26.2      0.146955  0.0279671   3.68595   
26.21     0.147921  0.0278041   3.68597   
26.22     0.148892  0.0276421   3.686     
26.23     0.149871  0.0274811   3.68602   
26.24     0.150856  0.0273211   3.68605   
26.25     0.151847  0.0271622   3.68607   
26.26     0.152846  0.0270042   3.6861    
26.27     0.153851  0.0268472   3.68612   
26.28     0.154863  0.0266912   3.68615   
26.29     0.155882  0.0265362   3.68617   
26.3      0.156907  0.0263822   3.6862    
26.31     0.15794   0.0262291   3.68622   
26.32     0.158979  0.026077    3.68625   
26.33     0.160026  0.0259259   3.68627   
26.34     0.16108   0.0257757   3.6863    
26.35     0.16214   0.0256265   3.68632   
26.36     0.163208  0.0254782   3.68635   
26.37     0.164284  0.0253308   3.68637   
26.38     0.165366  0.0251844   3.6864    
26.39     0.166456  0.0250389   3.68642   
26.4      0.167553  0.0248942   3.68645   
26.41     0.168658  0.0247506   3.68647   
26.42     0.16977   0.0246078   3.6865    
26.43     0.170889  0.0244659   3.68652   
26.44     0.172016  0.0243249   3.68655   
26.45     0.173151  0.0241848   3.68657   
26.46     0.174294  0.0240456   3.6866    
26.47     0.175444  0.0239072   3.68662   
26.48     0.176602  0.0237698   3.68665   
26.49     0.177768  0.0236332   3.68667   
26.5      0.178941  0.0234974   3.6867    
26.51     0.180123  0.0233625   3.68672   
26.52     0.181312  0.0232285   3.68674   
26.53     0.18251   0.0230953   3.68677   
26.54     0.183716  0.022963    3.68679   
26.55     0.18493   0.0228315   3.68682   
26.56     0.186152  0.0227008   3.68684   
26.57     0.187382  0.0225709   3.68687   
26.58     0.188621  0.0224419   3.68689   
26.59     0.189868  0.0223137   3.68692   
26.6      0.191123  0.0221863   3.68694   
26.61     0.192387  0.0220597   3.68697   
26.62     0.19366   0.0219339   3.68699   
26.63     0.194941  0.0218088   3.68702   
26.64     0.196231  0.0216846   3.68704   
26.65     0.197529  0.0215612   3.68707   
26.66     0.198837  0.0214385   3.68709   
26.67     0.200153  0.0213167   3.68711   
26.68     0.201478  0.0211955   3.68714   
26.69     0.202812  0.0210752   3.68716   
26.7      0.204155  0.0209556   3.68719   
26.71     0.205507  0.0208368   3.68721   
26.72     0.206868  0.0207187   3.68724   
26.73     0.208239  0.0206014   3.68726   
26.74     0.209619  0.0204848   3.68729   
26.75     0.211008  0.020369    3.68731   
26.76     0.212406  0.0202539   3.68734   
26.77     0.213814  0.0201395   3.68736   
26.78     0.215232  0.0200258   3.68739   
26.79     0.216659  0.0199129   3.68741   
26.8      0.218095  0.0198007   3.68743   
26.81     0.219542  0.0196892   3.68746   
26.82     0.220998  0.0195784   3.68748   
26.83     0.222464  0.0194683   3.68751   
26.84     0.22394   0.0193589   3.68753   
26.85     0.225426  0.0192502   3.68756   
26.86     0.226922  0.0191421   3.68758   
26.87     0.228428  0.0190348   3.6876    
26.88     0.229944  0.0189282   3.68763   
26.89     0.231471  0.0188222   3.68765   
26.9      0.233008  0.0187169   3.68768   
26.91     0.234555  0.0186123   3.6877    
26.92     0.236113  0.0185083   3.68773   
26.93     0.237681  0.018405    3.68775   
26.94     0.23926   0.0183024   3.68778   
26.95     0.24085   0.0182004   3.6878    
26.96     0.24245   0.018099    3.68782   
26.97     0.244061  0.0179983   3.68785   
26.98     0.245683  0.0178983   3.68787   
26.99     0.247316  0.0177988   3.6879    
27        0.24896   0.0177      3.68792   
27.01     0.250616  0.0176019   3.68794   
27.02     0.252282  0.0175043   3.68797   
27.03     0.25396   0.0174074   3.68799   
27.04     0.255649  0.0173111   3.68802   
27.05     0.257349  0.0172155   3.68804   
27.06     0.259061  0.0171204   3.68807   
27.07     0.260784  0.0170259   3.68809   
27.08     0.26252   0.0169321   3.68811   
27.09     0.264266  0.0168388   3.68814   
27.1      0.266025  0.0167461   3.68816   
27.11     0.267796  0.0166541   3.68819   
27.12     0.269578  0.0165626   3.68821   
27.13     0.271373  0.0164717   3.68823   
27.14     0.27318   0.0163813   3.68826   
27.15     0.274999  0.0162916   3.68828   
27.16     0.27683   0.0162024   3.68831   
27.17     0.278674  0.0161138   3.68833   
27.18     0.28053   0.0160258   3.68835   
27.19     0.282399  0.0159383   3.68838   
27.2      0.28428   0.0158514   3.6884    
27.21     0.286174  0.0157651   3.68843   
27.22     0.288081  0.0156793   3.68845   
27.23     0.290001  0.015594    3.68847   
27.24     0.291934  0.0155093   3.6885    
27.25     0.29388   0.0154252   3.68852   
27.26     0.295839  0.0153415   3.68854   
27.27     0.297811  0.0152585   3.68857   
27.28     0.299797  0.0151759   3.68859   
27.29     0.301796  0.0150939   3.68862   
27.3      0.303808  0.0150124   3.68864   
27.31     0.305834  0.0149314   3.68866   
27.32     0.307874  0.014851    3.68869   
27.33     0.309928  0.0147711   3.68871   
27.34     0.311995  0.0146916   3.68873   
27.35     0.314077  0.0146127   3.68876   
27.36     0.316173  0.0145343   3.68878   
27.37     0.318283  0.0144565   3.68881   
27.38     0.320407  0.0143791   3.68883   
27.39     0.322545  0.0143022   3.68885   
27.4      0.324698  0.0142258   3.68888   
27.41     0.326866  0.0141499   3.6889    
27.42     0.329048  0.0140745   3.68892   
27.43     0.331245  0.0139996   3.68895   
27.44     0.333456  0.0139251   3.68897   
27.45     0.335683  0.0138512   3.68899   
27.46     0.337925  0.0137777   3.68902   
27.47     0.340182  0.0137047   3.68904   
27.48     0.342454  0.0136322   3.68906   
27.49     0.344742  0.0135601   3.68909   
27.5      0.347045  0.0134885   3.68911   
27.51     0.349363  0.0134174   3.68913   
27.52     0.351698  0.0133467   3.68916   
27.53     0.354048  0.0132765   3.68918   
27.54     0.356414  0.0132068   3.6892    
27.55     0.358796  0.0131375   3.68923   
27.56     0.361194  0.0130686   3.68925   
27.57     0.363609  0.0130002   3.68927   
27.58     0.366039  0.0129323   3.6893    
27.59     0.368486  0.0128648   3.68932   
27.6      0.37095   0.0127977   3.68934   
27.61     0.37343   0.0127311   3.68937   
27.62     0.375928  0.0126649   3.68939   
27.63     0.378442  0.0125991   3.68941   
27.64     0.380973  0.0125337   3.68944   
27.65     0.383521  0.0124688   3.68946   
27.66     0.386086  0.0124044   3.68948   
27.67     0.388669  0.0123403   3.6895    
27.68     0.391269  0.0122766   3.68953   
27.69     0.393887  0.0122134   3.68955   
27.7      0.396523  0.0121506   3.68957   
27.71     0.399176  0.0120882   3.6896    
27.72     0.401847  0.0120262   3.68962   
27.73     0.404537  0.0119646   3.68964   
27.74     0.407244  0.0119034   3.68966   
27.75     0.40997   0.0118427   3.68969   
27.76     0.412714  0.0117823   3.68971   
27.77     0.415477  0.0117223   3.68973   
27.78     0.418259  0.0116627   3.68976   
27.79     0.421059  0.0116035   3.68978   
27.8      0.423879  0.0115447   3.6898    
