Total states: 66001
Time      Preys     Predators   H         
10.523    5.17861   12.1005     -2.40987  
10.524    5.17752   12.0947     -2.40987  
10.525    5.17644   12.0889     -2.40987  
10.526    5.17536   12.0831     -2.40987  
10.527    5.17428   12.0772     -2.40987  
10.528    5.1732    12.0714     -2.40987  
10.529    5.17213   12.0656     -2.40987  
10.53     5.17106   12.0597     -2.40987  
10.531    5.17      12.0539     -2.40987  
10.532    5.16894   12.0481     -2.40987  
10.533    5.16788   12.0423     -2.40987  
10.534    5.16682   12.0365     -2.40987  
10.535    5.16577   12.0306     -2.40987  
10.536    5.16472   12.0248     -2.40987  
10.537    5.16367   12.019      -2.40987  
10.538    5.16263   12.0132     -2.40987  
10.539    5.16159   12.0074     -2.40987  
10.54     5.16056   12.0016     -2.40987  
10.541    5.15952   11.9958     -2.40987  
10.542    5.15849   11.99       -2.40987  
10.543    5.15747   11.9842     -2.40987  
10.544    5.15644   11.9784     -2.40987  
10.545    5.15542   11.9726     -2.40987  
10.546    5.15441   11.9668     -2.40987  
10.547    5.15339   11.961      -2.40987  
10.548    5.15238   11.9552     -2.40987  
10.549    5.15138   11.9494     -2.40987  
10.55     5.15037   11.9436     -2.40987  
10.551    5.14937   11.9378     -2.40987  
10.552    5.14837   11.932      -2.40987  
10.553    5.14738   11.9262     -2.40987  
10.554    5.14639   11.9204     -2.40987  
10.555    5.1454    11.9146     -2.40987  
10.556    5.14441   11.9088     -2.40987  
10.557    5.14343   11.9031     -2.40987  
10.558    5.14245   11.8973     -2.40987  
10.559    5.14148   11.8915     -2.40987  
10.56     5.1405    11.8857     -2.40987  
10.561    5.13953   11.8799     -2.40987  
10.562    5.13857   11.8742     -2.40987  
10.563    5.1376    11.8684     -2.40987  
10.564    5.13665   11.8626     -2.40987  
10.565    5.13569   11.8569     -2.40987  
10.566    5.13473   11.8511     -2.40987  
10.567    5.13378   11.8453     -2.40987  
10.568    5.13284   11.8396     -2.40987  
10.569    5.13189   11.8338     -2.40987  
10.57     5.13095   11.828      -2.40987  
10.571    5.13001   11.8223     -2.40986  
10.572    5.12908   11.8165     -2.40986  
10.573    5.12815   11.8108     -2.40986  
10.574    5.12722   11.805      -2.40986  
10.575    5.12629   11.7993     -2.40986  
10.576    5.12537   11.7935     -2.40986  
10.577    5.12445   11.7878     -2.40986  
10.578    5.12354   11.782      -2.40986  
10.579    5.12262   11.7763     -2.40986  
10.58     5.12171   11.7705     -2.40986  
10.581    5.12081   11.7648     -2.40986  
10.582    5.1199    11.759      -2.40986  
10.583    5.119     11.7533     -2.40986  
10.584    5.1181    11.7476     -2.40986  
10.585    5.11721   11.7418     -2.40986  
10.586    5.11632   11.7361     -2.40986  
10.587    5.11543   11.7304     -2.40986  
10.588    5.11454   11.7246     -2.40986  
10.589    5.11366   11.7189     -2.40986  
10.59     5.11278   11.7132     -2.40986  
10.591    5.11191   11.7075     -2.40986  
10.592    5.11103   11.7017     -2.40986  
10.593    5.11016   11.696      -2.40986  
10.594    5.1093    11.6903     -2.40986  
10.595    5.10843   11.6846     -2.40986  
10.596    5.10757   11.6789     -2.40986  
10.597    5.10672   11.6731     -2.40986  
10.598    5.10586   11.6674     -2.40986  
10.599    5.10501   11.6617     -2.40986  
10.6      5.10416   11.656      -2.40986  
10.601    5.10332   11.6503     -2.40986  
10.602    5.10248   11.6446     -2.40986  
10.603    5.10164   11.6389     -2.40986  
10.604    5.1008    11.6332     -2.40986  
10.605    5.09997   11.6275     -2.40986  
10.606    5.09914   11.6218     -2.40986  
10.607    5.09831   11.6161     -2.40986  
10.608    5.09749   11.6104     -2.40986  
10.609    5.09666   11.6047     -2.40986  
10.61     5.09585   11.599      -2.40986  
10.611    5.09503   11.5933     -2.40986  
10.612    5.09422   11.5877     -2.40986  
10.613    5.09341   11.582      -2.40986  
10.614    5.09261   11.5763     -2.40986  
10.615    5.0918    11.5706     -2.40986  
10.616    5.091     11.5649     -2.40986  
10.617    5.09021   11.5592     -2.40986  
10.618    5.08941   11.5536     -2.40986  
10.619    5.08862   11.5479     -2.40986  
10.62     5.08783   11.5422     -2.40986  
10.621    5.08705   11.5366     -2.40986  
10.622    5.08627   11.5309     -2.40986  
10.623    5.08549   11.5252     -2.40986  
10.624    5.08471   11.5196     -2.40986  
10.625    5.08394   11.5139     -2.40986  
10.626    5.08317   11.5082     -2.40986  
10.627    5.08241   11.5026     -2.40986  
10.628    5.08164   11.4969     -2.40986  
10.629    5.08088   11.4913     -2.40986  
10.63     5.08012   11.4856     -2.40986  
10.631    5.07937   11.48       -2.40986  
10.632    5.07862   11.4743     -2.40986  
10.633    5.07787   11.4687     -2.40986  
10.634    5.07712   11.463      -2.40986  
10.635    5.07638   11.4574     -2.40986  
10.636    5.07564   11.4517     -2.40986  
10.637    5.0749    11.4461     -2.40986  
10.638    5.07417   11.4405     -2.40986  
10.639    5.07344   11.4348     -2.40986  
10.64     5.07271   11.4292     -2.40986  
10.641    5.07198   11.4236     -2.40986  
10.642    5.07126   11.4179     -2.40986  
10.643    5.07054   11.4123     -2.40986  
10.644    5.06983   11.4067     -2.40986  
10.645    5.06911   11.4011     -2.40986  
10.646    5.0684    11.3954     -2.40985  
10.647    5.0677    11.3898     -2.40985  
10.648    5.06699   11.3842     -2.40985  
10.649    5.06629   11.3786     -2.40985  
10.65     5.06559   11.373      -2.40985  
10.651    5.0649    11.3674     -2.40985  
10.652    5.0642    11.3617     -2.40985  
10.653    5.06352   11.3561     -2.40985  
10.654    5.06283   11.3505     -2.40985  
10.655    5.06214   11.3449     -2.40985  
10.656    5.06146   11.3393     -2.40985  
10.657    5.06079   11.3337     -2.40985  
10.658    5.06011   11.3281     -2.40985  
10.659    5.05944   11.3225     -2.40985  
10.66     5.05877   11.3169     -2.40985  
10.661    5.0581    11.3113     -2.40985  
10.662    5.05744   11.3058     -2.40985  
10.663    5.05678   11.3002     -2.40985  
10.664    5.05612   11.2946     -2.40985  
10.665    5.05547   11.289      -2.40985  
10.666    5.05482   11.2834     -2.40985  
10.667    5.05417   11.2778     -2.40985  
10.668    5.05352   11.2723     -2.40985  
10.669    5.05288   11.2667     -2.40985  
10.67     5.05224   11.2611     -2.40985  
10.671    5.0516    11.2555     -2.40985  
10.672    5.05097   11.25       -2.40985  
10.673    5.05034   11.2444     -2.40985  
10.674    5.04971   11.2388     -2.40985  
10.675    5.04908   11.2333     -2.40985  
10.676    5.04846   11.2277     -2.40985  
10.677    5.04784   11.2222     -2.40985  
10.678    5.04722   11.2166     -2.40985  
10.679    5.04661   11.211      -2.40985  
10.68     5.046     11.2055     -2.40985  
10.681    5.04539   11.1999     -2.40985  
10.682    5.04478   11.1944     -2.40985  
10.683    5.04418   11.1888     -2.40985  
10.684    5.04358   11.1833     -2.40985  
10.685    5.04298   11.1777     -2.40985  
10.686    5.04239   11.1722     -2.40985  
10.687    5.0418    11.1667     -2.40985  
10.688    5.04121   11.1611     -2.40985  
10.689    5.04063   11.1556     -2.40985  
10.69     5.04004   11.1501     -2.40985  
10.691    5.03946   11.1445     -2.40985  
10.692    5.03889   11.139      -2.40985  
10.693    5.03831   11.1335     -2.40985  
10.694    5.03774   11.128      -2.40985  
10.695    5.03717   11.1224     -2.40985  
10.696    5.03661   11.1169     -2.40985  
10.697    5.03605   11.1114     -2.40985  
10.698    5.03549   11.1059     -2.40985  
10.699    5.03493   11.1004     -2.40985  
10.7      5.03438   11.0949     -2.40985  
10.701    5.03382   11.0893     -2.40985  
10.702    5.03328   11.0838     -2.40985  
10.703    5.03273   11.0783     -2.40985  
10.704    5.03219   11.0728     -2.40985  
10.705    5.03165   11.0673     -2.40985  
10.706    5.03111   11.0618     -2.40985  
10.707    5.03058   11.0563     -2.40985  
10.708    5.03005   11.0508     -2.40985  
10.709    5.02952   11.0454     -2.40985  
10.71     5.02899   11.0399     -2.40985  
10.711    5.02847   11.0344     -2.40985  
10.712    5.02795   11.0289     -2.40985  
10.713    5.02743   11.0234     -2.40985  
10.714    5.02692   11.0179     -2.40985  
10.715    5.0264    11.0124     -2.40985  
10.716    5.0259    11.007      -2.40985  
10.717    5.02539   11.0015     -2.40985  
10.718    5.02489   10.996      -2.40985  
10.719    5.02439   10.9905     -2.40985  
10.72     5.02389   10.9851     -2.40985  
10.721    5.02339   10.9796     -2.40985  
10.722    5.0229    10.9741     -2.40985  
10.723    5.02241   10.9687     -2.40984  
10.724    5.02192   10.9632     -2.40984  
10.725    5.02144   10.9578     -2.40984  
10.726    5.02096   10.9523     -2.40984  
10.727    5.02048   10.9469     -2.40984  
10.728    5.02001   10.9414     -2.40984  
10.729    5.01953   10.936      -2.40984  
10.73     5.01906   10.9305     -2.40984  
10.731    5.0186    10.9251     -2.40984  
10.732    5.01813   10.9196     -2.40984  
10.733    5.01767   10.9142     -2.40984  
10.734    5.01721   10.9087     -2.40984  
10.735    5.01676   10.9033     -2.40984  
10.736    5.0163    10.8979     -2.40984  
10.737    5.01585   10.8924     -2.40984  
10.738    5.01541   10.887      -2.40984  
10.739    5.01496   10.8816     -2.40984  
10.74     5.01452   10.8762     -2.40984  
10.741    5.01408   10.8707     -2.40984  
10.742    5.01364   10.8653     -2.40984  
10.743    5.01321   10.8599     -2.40984  
10.744    5.01278   10.8545     -2.40984  
10.745    5.01235   10.8491     -2.40984  
10.746    5.01192   10.8437     -2.40984  
10.747    5.0115    10.8383     -2.40984  
10.748    5.01108   10.8329     -2.40984  
10.749    5.01066   10.8274     -2.40984  
10.75     5.01025   10.822      -2.40984  
10.751    5.00984   10.8166     -2.40984  
10.752    5.00943   10.8112     -2.40984  
10.753    5.00902   10.8059     -2.40984  
10.754    5.00862   10.8005     -2.40984  
10.755    5.00822   10.7951     -2.40984  
10.756    5.00782   10.7897     -2.40984  
10.757    5.00742   10.7843     -2.40984  
10.758    5.00703   10.7789     -2.40984  
10.759    5.00664   10.7735     -2.40984  
10.76     5.00625   10.7681     -2.40984  
10.761    5.00587   10.7628     -2.40984  
10.762    5.00549   10.7574     -2.40984  
10.763    5.00511   10.752      -2.40984  
10.764    5.00473   10.7467     -2.40984  
10.765    5.00436   10.7413     -2.40984  
10.766    5.00399   10.7359     -2.40984  
10.767    5.00362   10.7306     -2.40984  
10.768    5.00325   10.7252     -2.40984  
10.769    5.00289   10.7198     -2.40984  
10.77     5.00253   10.7145     -2.40984  
10.771    5.00217   10.7091     -2.40984  
10.772    5.00182   10.7038     -2.40984  
10.773    5.00147   10.6984     -2.40984  
10.774    5.00112   10.6931     -2.40984  
10.775    5.00077   10.6877     -2.40984  
10.776    5.00043   10.6824     -2.40984  
10.777    5.00008   10.677      -2.40984  
10.778    4.99975   10.6717     -2.40984  
10.779    4.99941   10.6664     -2.40984  
10.78     4.99908   10.661      -2.40984  
10.781    4.99875   10.6557     -2.40984  
10.782    4.99842   10.6504     -2.40984  
10.783    4.99809   10.645      -2.40984  
10.784    4.99777   10.6397     -2.40984  
10.785    4.99745   10.6344     -2.40984  
10.786    4.99713   10.6291     -2.40984  
10.787    4.99682   10.6238     -2.40984  
10.788    4.99651   10.6184     -2.40984  
10.789    4.9962    10.6131     -2.40984  
10.79     4.99589   10.6078     -2.40984  
10.791    4.99559   10.6025     -2.40984  
10.792    4.99529   10.5972     -2.40984  
10.793    4.99499   10.5919     -2.40984  
10.794    4.99469   10.5866     -2.40984  
10.795    4.9944    10.5813     -2.40984  
10.796    4.99411   10.576      -2.40984  
10.797    4.99382   10.5707     -2.40984  
10.798    4.99354   10.5654     -2.40984  
10.799    4.99326   10.5601     -2.40984  
10.8      4.99298   10.5548     -2.40984  
10.801    4.9927    10.5496     -2.40983  
10.802    4.99243   10.5443     -2.40983  
10.803    4.99215   10.539      -2.40983  
10.804    4.99188   10.5337     -2.40983  
10.805    4.99162   10.5284     -2.40983  
10.806    4.99135   10.5232     -2.40983  
10.807    4.99109   10.5179     -2.40983  
10.808    4.99083   10.5126     -2.40983  
10.809    4.99058   10.5074     -2.40983  
10.81     4.99033   10.5021     -2.40983  
10.811    4.99008   10.4968     -2.40983  
10.812    4.98983   10.4916     -2.40983  
10.813    4.98958   10.4863     -2.40983  
10.814    4.98934   10.4811     -2.40983  
10.815    4.9891    10.4758     -2.40983  
10.816    4.98886   10.4706     -2.40983  
10.817    4.98863   10.4653     -2.40983  
10.818    4.98839   10.4601     -2.40983  
10.819    4.98817   10.4548     -2.40983  
10.82     4.98794   10.4496     -2.40983  
10.821    4.98771   10.4444     -2.40983  
10.822    4.98749   10.4391     -2.40983  
10.823    4.98727   10.4339     -2.40983  
10.824    4.98706   10.4287     -2.40983  
10.825    4.98684   10.4234     -2.40983  
10.826    4.98663   10.4182     -2.40983  
10.827    4.98642   10.413      -2.40983  
10.828    4.98622   10.4078     -2.40983  
10.829    4.98601   10.4025     -2.40983  
10.83     4.98581   10.3973     -2.40983  
10.831    4.98562   10.3921     -2.40983  
10.832    4.98542   10.3869     -2.40983  
10.833    4.98523   10.3817     -2.40983  
10.834    4.98504   10.3765     -2.40983  
10.835    4.98485   10.3713     -2.40983  
10.836    4.98466   10.3661     -2.40983  
10.837    4.98448   10.3609     -2.40983  
10.838    4.9843    10.3557     -2.40983  
10.839    4.98412   10.3505     -2.40983  
10.84     4.98395   10.3453     -2.40983  
10.841    4.98378   10.3401     -2.40983  
10.842    4.98361   10.3349     -2.40983  
10.843    4.98344   10.3297     -2.40983  
10.844    4.98328   10.3246     -2.40983  
10.845    4.98312   10.3194     -2.40983  
10.846    4.98296   10.3142     -2.40983  
10.847    4.9828    10.309      -2.40983  
10.848    4.98265   10.3039     -2.40983  
10.849    4.98249   10.2987     -2.40983  
10.85     4.98235   10.2935     -2.40983  
10.851    4.9822    10.2884     -2.40983  
10.852    4.98206   10.2832     -2.40983  
10.853    4.98191   10.278      -2.40983  
10.854    4.98178   10.2729     -2.40983  
10.855    4.98164   10.2677     -2.40983  
10.856    4.98151   10.2626     -2.40983  
10.857    4.98138   10.2574     -2.40983  
10.858    4.98125   10.2523     -2.40983  
10.859    4.98112   10.2471     -2.40983  
10.86     4.981     10.242      -2.40983  
10.861    4.98088   10.2368     -2.40983  
10.862    4.98076   10.2317     -2.40983  
10.863    4.98064   10.2266     -2.40983  
10.864    4.98053   10.2214     -2.40983  
10.865    4.98042   10.2163     -2.40983  
10.866    4.98031   10.2112     -2.40983  
10.867    4.98021   10.2061     -2.40983  
10.868    4.98011   10.2009     -2.40983  
10.869    4.98001   10.1958     -2.40983  
10.87     4.97991   10.1907     -2.40983  
10.871    4.97981   10.1856     -2.40983  
10.872    4.97972   10.1805     -2.40983  
10.873    4.97963   10.1754     -2.40983  
10.874    4.97954   10.1702     -2.40983  
10.875    4.97946   10.1651     -2.40983  
10.876    4.97938   10.16       -2.40983  
10.877    4.9793    10.1549     -2.40983  
10.878    4.97922   10.1498     -2.40983  
10.879    4.97915   10.1447     -2.40983  
10.88     4.97907   10.1396     -2.40982  
10.881    4.979     10.1346     -2.40982  
10.882    4.97894   10.1295     -2.40982  
10.883    4.97887   10.1244     -2.40982  
10.884    4.97881   10.1193     -2.40982  
10.885    4.97875   10.1142     -2.40982  
10.886    4.97869   10.1091     -2.40982  
10.887    4.97864   10.1041     -2.40982  
10.888    4.97859   10.099      -2.40982  
10.889    4.97854   10.0939     -2.40982  
10.89     4.97849   10.0888     -2.40982  
10.891    4.97845   10.0838     -2.40982  
10.892    4.97841   10.0787     -2.40982  
10.893    4.97837   10.0737     -2.40982  
10.894    4.97833   10.0686     -2.40982  
10.895    4.9783    10.0635     -2.40982  
10.896    4.97826   10.0585     -2.40982  
10.897    4.97824   10.0534     -2.40982  
10.898    4.97821   10.0484     -2.40982  
10.899    4.97818   10.0433     -2.40982  
10.9      4.97816   10.0383     -2.40982  
10.901    4.97814   10.0333     -2.40982  
10.902    4.97813   10.0282     -2.40982  
10.903    4.97811   10.0232     -2.40982  
10.904    4.9781    10.0181     -2.40982  
10.905    4.97809   10.0131     -2.40982  
10.906    4.97809   10.0081     -2.40982  
10.907    4.97808   10.0031     -2.40982  
10.908    4.97808   9.99804     -2.40982  
10.909    4.97808   9.99302     -2.40982  
10.91     4.97809   9.988       -2.40982  
10.911    4.97809   9.98298     -2.40982  
10.912    4.9781    9.97797     -2.40982  
10.913    4.97811   9.97296     -2.40982  
10.914    4.97812   9.96795     -2.40982  
10.915    4.97814   9.96295     -2.40982  
10.916    4.97816   9.95794     -2.40982  
10.917    4.97818   9.95294     -2.40982  
10.918    4.9782    9.94794     -2.40982  
10.919    4.97823   9.94295     -2.40982  
10.92     4.97826   9.93796     -2.40982  
10.921    4.97829   9.93296     -2.40982  
10.922    4.97832   9.92798     -2.40982  
10.923    4.97836   9.92299     -2.40982  
10.924    4.9784    9.91801     -2.40982  
10.925    4.97844   9.91303     -2.40982  
10.926    4.97848   9.90805     -2.40982  
10.927    4.97853   9.90307     -2.40982  
10.928    4.97857   9.8981      -2.40982  
10.929    4.97862   9.89313     -2.40982  
10.93     4.97868   9.88816     -2.40982  
10.931    4.97873   9.8832      -2.40982  
10.932    4.97879   9.87824     -2.40982  
10.933    4.97885   9.87328     -2.40982  
10.934    4.97892   9.86832     -2.40982  
10.935    4.97898   9.86336     -2.40982  
10.936    4.97905   9.85841     -2.40982  
10.937    4.97912   9.85346     -2.40982  
10.938    4.97919   9.84851     -2.40982  
10.939    4.97927   9.84357     -2.40982  
10.94     4.97935   9.83863     -2.40982  
10.941    4.97943   9.83369     -2.40982  
10.942    4.97951   9.82875     -2.40982  
10.943    4.97959   9.82382     -2.40982  
10.944    4.97968   9.81888     -2.40982  
10.945    4.97977   9.81395     -2.40982  
10.946    4.97986   9.80903     -2.40982  
10.947    4.97996   9.8041      -2.40982  
10.948    4.98006   9.79918     -2.40982  
10.949    4.98016   9.79426     -2.40982  
10.95     4.98026   9.78935     -2.40982  
10.951    4.98036   9.78443     -2.40982  
10.952    4.98047   9.77952     -2.40982  
10.953    4.98058   9.77461     -2.40982  
10.954    4.98069   9.76971     -2.40982  
10.955    4.98081   9.7648      -2.40982  
10.956    4.98093   9.7599      -2.40982  
10.957    4.98105   9.755       -2.40982  
10.958    4.98117   9.75011     -2.40982  
10.959    4.98129   9.74521     -2.40982  
10.96     4.98142   9.74032     -2.40981  
10.961    4.98155   9.73543     -2.40981  
10.962    4.98168   9.73055     -2.40981  
10.963    4.98181   9.72566     -2.40981  
10.964    4.98195   9.72078     -2.40981  
10.965    4.98209   9.71591     -2.40981  
10.966    4.98223   9.71103     -2.40981  
10.967    4.98238   9.70616     -2.40981  
10.968    4.98252   9.70129     -2.40981  
10.969    4.98267   9.69642     -2.40981  
10.97     4.98282   9.69156     -2.40981  
10.971    4.98298   9.68669     -2.40981  
10.972    4.98313   9.68183     -2.40981  
10.973    4.98329   9.67698     -2.40981  
10.974    4.98345   9.67212     -2.40981  
10.975    4.98362   9.66727     -2.40981  
10.976    4.98378   9.66242     -2.40981  
10.977    4.98395   9.65757     -2.40981  
10.978    4.98412   9.65273     -2.40981  
10.979    4.98429   9.64789     -2.40981  
10.98     4.98447   9.64305     -2.40981  
10.981    4.98465   9.63821     -2.40981  
10.982    4.98483   9.63338     -2.40981  
10.983    4.98501   9.62855     -2.40981  
10.984    4.98519   9.62372     -2.40981  
10.985    4.98538   9.61889     -2.40981  
10.986    4.98557   9.61407     -2.40981  
10.987    4.98576   9.60925     -2.40981  
10.988    4.98596   9.60443     -2.40981  
10.989    4.98616   9.59961     -2.40981  
10.99     4.98636   9.5948      -2.40981  
10.991    4.98656   9.58999     -2.40981  
10.992    4.98676   9.58518     -2.40981  
10.993    4.98697   9.58038     -2.40981  
10.994    4.98718   9.57557     -2.40981  
10.995    4.98739   9.57077     -2.40981  
10.996    4.9876    9.56598     -2.40981  
10.997    4.98782   9.56118     -2.40981  
10.998    4.98804   9.55639     -2.40981  
10.999    4.98826   9.5516      -2.40981  
11        4.98848   9.54681     -2.40981  
11.001    4.98871   9.54203     -2.40981  
11.002    4.98894   9.53725     -2.40981  
11.003    4.98917   9.53247     -2.40981  
11.004    4.9894    9.52769     -2.40981  
11.005    4.98964   9.52292     -2.40981  
11.006    4.98988   9.51814     -2.40981  
11.007    4.99012   9.51338     -2.40981  
11.008    4.99036   9.50861     -2.40981  
11.009    4.99061   9.50385     -2.40981  
11.01     4.99085   9.49909     -2.40981  
11.011    4.9911    9.49433     -2.40981  
11.012    4.99136   9.48957     -2.40981  
11.013    4.99161   9.48482     -2.40981  
11.014    4.99187   9.48007     -2.40981  
11.015    4.99213   9.47532     -2.40981  
11.016    4.99239   9.47058     -2.40981  
11.017    4.99265   9.46583     -2.40981  
11.018    4.99292   9.46109     -2.40981  
11.019    4.99319   9.45636     -2.40981  
11.02     4.99346   9.45162     -2.40981  
11.021    4.99373   9.44689     -2.40981  
11.022    4.99401   9.44216     -2.40981  
11.023    4.99429   9.43743     -2.40981  
11.024    4.99457   9.43271     -2.40981  
11.025    4.99485   9.42799     -2.40981  
11.026    4.99514   9.42327     -2.40981  
11.027    4.99543   9.41855     -2.40981  
11.028    4.99572   9.41384     -2.40981  
11.029    4.99601   9.40913     -2.40981  
11.03     4.99631   9.40442     -2.40981  
11.031    4.9966    9.39971     -2.40981  
11.032    4.9969    9.39501     -2.40981  
11.033    4.99721   9.39031     -2.40981  
11.034    4.99751   9.38561     -2.40981  
11.035    4.99782   9.38092     -2.40981  
11.036    4.99813   9.37623     -2.40981  
11.037    4.99844   9.37154     -2.40981  
11.038    4.99875   9.36685     -2.40981  
11.039    4.99907   9.36216     -2.4098   
11.04     4.99939   9.35748     -2.4098   
11.041    4.99971   9.3528      -2.4098   
11.042    5.00003   9.34813     -2.4098   
11.043    5.00036   9.34345     -2.4098   
11.044    5.00069   9.33878     -2.4098   
11.045    5.00102   9.33411     -2.4098   
11.046    5.00135   9.32945     -2.4098   
11.047    5.00169   9.32478     -2.4098   
11.048    5.00202   9.32012     -2.4098   
11.049    5.00236   9.31546     -2.4098   
11.05     5.00271   9.31081     -2.4098   
11.051    5.00305   9.30615     -2.4098   
11.052    5.0034    9.3015      -2.4098   
11.053    5.00375   9.29686     -2.4098   
11.054    5.0041    9.29221     -2.4098   
11.055    5.00445   9.28757     -2.4098   
11.056    5.00481   9.28293     -2.4098   
11.057    5.00517   9.27829     -2.4098   
11.058    5.00553   9.27366     -2.4098   
11.059    5.00589   9.26903     -2.4098   
11.06     5.00626   9.2644      -2.4098   
11.061    5.00663   9.25977     -2.4098   
11.062    5.007     9.25515     -2.4098   
11.063    5.00737   9.25053     -2.4098   
11.064    5.00775   9.24591     -2.4098   
11.065    5.00812   9.24129     -2.4098   
11.066    5.0085    9.23668     -2.4098   
11.067    5.00889   9.23207     -2.4098   
11.068    5.00927   9.22746     -2.4098   
11.069    5.00966   9.22286     -2.4098   
11.07     5.01005   9.21825     -2.4098   
11.071    5.01044   9.21365     -2.4098   
11.072    5.01083   9.20906     -2.4098   
11.073    5.01123   9.20446     -2.4098   
11.074    5.01163   9.19987     -2.4098   
11.075    5.01203   9.19528     -2.4098   
11.076    5.01243   9.19069     -2.4098   
11.077    5.01284   9.18611     -2.4098   
11.078    5.01325   9.18153     -2.4098   
11.079    5.01366   9.17695     -2.4098   
11.08     5.01407   9.17237     -2.4098   
11.081    5.01448   9.1678      -2.4098   
11.082    5.0149    9.16323     -2.4098   
11.083    5.01532   9.15866     -2.4098   
11.084    5.01574   9.1541      -2.4098   
11.085    5.01617   9.14953     -2.4098   
11.086    5.01659   9.14497     -2.4098   
11.087    5.01702   9.14042     -2.4098   
11.088    5.01745   9.13586     -2.4098   
11.089    5.01789   9.13131     -2.4098   
11.09     5.01832   9.12676     -2.4098   
11.091    5.01876   9.12221     -2.4098   
11.092    5.0192    9.11767     -2.4098   
11.093    5.01965   9.11313     -2.4098   
11.094    5.02009   9.10859     -2.4098   
11.095    5.02054   9.10405     -2.4098   
11.096    5.02099   9.09952     -2.4098   
11.097    5.02144   9.09499     -2.4098   
11.098    5.02189   9.09046     -2.4098   
11.099    5.02235   9.08594     -2.4098   
11.1      5.02281   9.08141     -2.4098   
11.101    5.02327   9.07689     -2.4098   
11.102    5.02374   9.07238     -2.4098   
11.103    5.0242    9.06786     -2.4098   
11.104    5.02467   9.06335     -2.4098   
11.105    5.02514   9.05884     -2.4098   
11.106    5.02561   9.05433     -2.4098   
11.107    5.02609   9.04983     -2.4098   
11.108    5.02657   9.04533     -2.4098   
11.109    5.02705   9.04083     -2.4098   
11.11     5.02753   9.03633     -2.4098   
11.111    5.02801   9.03184     -2.4098   
11.112    5.0285    9.02735     -2.4098   
11.113    5.02899   9.02286     -2.4098   
11.114    5.02948   9.01838     -2.4098   
11.115    5.02997   9.01389     -2.4098   
11.116    5.03047   9.00941     -2.4098   
11.117    5.03097   9.00494     -2.40979  
11.118    5.03147   9.00046     -2.40979  
11.119    5.03197   8.99599     -2.40979  
11.12     5.03248   8.99152     -2.40979  
11.121    5.03298   8.98706     -2.40979  
11.122    5.03349   8.98259     -2.40979  
11.123    5.03401   8.97813     -2.40979  
11.124    5.03452   8.97367     -2.40979  
11.125    5.03504   8.96922     -2.40979  
11.126    5.03556   8.96476     -2.40979  
11.127    5.03608   8.96031     -2.40979  
11.128    5.0366    8.95586     -2.40979  
11.129    5.03713   8.95142     -2.40979  
11.13     5.03766   8.94698     -2.40979  
11.131    5.03819   8.94254     -2.40979  
11.132    5.03872   8.9381      -2.40979  
11.133    5.03925   8.93367     -2.40979  
11.134    5.03979   8.92923     -2.40979  
11.135    5.04033   8.9248      -2.40979  
11.136    5.04087   8.92038     -2.40979  
11.137    5.04142   8.91595     -2.40979  
11.138    5.04196   8.91153     -2.40979  
11.139    5.04251   8.90711     -2.40979  
11.14     5.04306   8.9027      -2.40979  
11.141    5.04362   8.89829     -2.40979  
11.142    5.04417   8.89388     -2.40979  
11.143    5.04473   8.88947     -2.40979  
11.144    5.04529   8.88506     -2.40979  
11.145    5.04585   8.88066     -2.40979  
11.146    5.04642   8.87626     -2.40979  
11.147    5.04698   8.87186     -2.40979  
11.148    5.04755   8.86747     -2.40979  
11.149    5.04813   8.86308     -2.40979  
11.15     5.0487    8.85869     -2.40979  
11.151    5.04928   8.8543      -2.40979  
11.152    5.04985   8.84992     -2.40979  
11.153    5.05044   8.84554     -2.40979  
11.154    5.05102   8.84116     -2.40979  
11.155    5.0516    8.83679     -2.40979  
11.156    5.05219   8.83241     -2.40979  
11.157    5.05278   8.82804     -2.40979  
11.158    5.05337   8.82368     -2.40979  
11.159    5.05397   8.81931     -2.40979  
11.16     5.05456   8.81495     -2.40979  
11.161    5.05516   8.81059     -2.40979  
11.162    5.05576   8.80623     -2.40979  
11.163    5.05637   8.80188     -2.40979  
11.164    5.05697   8.79753     -2.40979  
11.165    5.05758   8.79318     -2.40979  
11.166    5.05819   8.78883     -2.40979  
11.167    5.05881   8.78449     -2.40979  
11.168    5.05942   8.78015     -2.40979  
11.169    5.06004   8.77581     -2.40979  
11.17     5.06066   8.77148     -2.40979  
11.171    5.06128   8.76714     -2.40979  
11.172    5.0619    8.76281     -2.40979  
11.173    5.06253   8.75849     -2.40979  
11.174    5.06316   8.75416     -2.40979  
11.175    5.06379   8.74984     -2.40979  
11.176    5.06442   8.74552     -2.40979  
11.177    5.06506   8.7412      -2.40979  
11.178    5.06569   8.73689     -2.40979  
11.179    5.06633   8.73258     -2.40979  
11.18     5.06698   8.72827     -2.40979  
11.181    5.06762   8.72397     -2.40979  
11.182    5.06827   8.71966     -2.40979  
11.183    5.06892   8.71536     -2.40979  
11.184    5.06957   8.71106     -2.40979  
11.185    5.07022   8.70677     -2.40979  
11.186    5.07088   8.70248     -2.40979  
11.187    5.07153   8.69819     -2.40979  
11.188    5.07219   8.6939      -2.40979  
11.189    5.07286   8.68962     -2.40979  
