Total states: 66001
Time      Preys     Predators   H         
34.908    13.0963   16.7724     -2.4052   
34.909    13.0874   16.7776     -2.4052   
34.91     13.0786   16.7827     -2.4052   
34.911    13.0697   16.7879     -2.4052   
34.912    13.0608   16.7931     -2.40519  
34.913    13.0519   16.7982     -2.40519  
34.914    13.0431   16.8033     -2.40519  
34.915    13.0342   16.8084     -2.40519  
34.916    13.0253   16.8135     -2.40519  
34.917    13.0164   16.8186     -2.40519  
34.918    13.0076   16.8237     -2.40519  
34.919    12.9987   16.8288     -2.40519  
34.92     12.9898   16.8338     -2.40519  
34.921    12.9809   16.8388     -2.40519  
34.922    12.9721   16.8439     -2.40519  
34.923    12.9632   16.8489     -2.40519  
34.924    12.9543   16.8539     -2.40519  
34.925    12.9454   16.8588     -2.40519  
34.926    12.9365   16.8638     -2.40519  
34.927    12.9277   16.8688     -2.40519  
34.928    12.9188   16.8737     -2.40519  
34.929    12.9099   16.8786     -2.40519  
34.93     12.901    16.8835     -2.40519  
34.931    12.8921   16.8884     -2.40519  
34.932    12.8833   16.8933     -2.40519  
34.933    12.8744   16.8982     -2.40519  
34.934    12.8655   16.903      -2.40519  
34.935    12.8566   16.9079     -2.40519  
34.936    12.8477   16.9127     -2.40519  
34.937    12.8389   16.9175     -2.40519  
34.938    12.83     16.9223     -2.40519  
34.939    12.8211   16.9271     -2.40519  
34.94     12.8122   16.9319     -2.40519  
34.941    12.8033   16.9367     -2.40519  
34.942    12.7945   16.9414     -2.40519  
34.943    12.7856   16.9461     -2.40519  
34.944    12.7767   16.9509     -2.40519  
34.945    12.7678   16.9556     -2.40519  
34.946    12.7589   16.9603     -2.40519  
34.947    12.7501   16.9649     -2.40519  
34.948    12.7412   16.9696     -2.40518  
34.949    12.7323   16.9743     -2.40518  
34.95     12.7234   16.9789     -2.40518  
34.951    12.7145   16.9835     -2.40518  
34.952    12.7057   16.9881     -2.40518  
34.953    12.6968   16.9927     -2.40518  
34.954    12.6879   16.9973     -2.40518  
34.955    12.679    17.0019     -2.40518  
34.956    12.6701   17.0064     -2.40518  
34.957    12.6613   17.011      -2.40518  
34.958    12.6524   17.0155     -2.40518  
34.959    12.6435   17.02       -2.40518  
34.96     12.6346   17.0245     -2.40518  
34.961    12.6258   17.029      -2.40518  
34.962    12.6169   17.0335     -2.40518  
34.963    12.608    17.0379     -2.40518  
34.964    12.5991   17.0424     -2.40518  
34.965    12.5903   17.0468     -2.40518  
34.966    12.5814   17.0512     -2.40518  
34.967    12.5725   17.0556     -2.40518  
34.968    12.5636   17.06       -2.40518  
34.969    12.5548   17.0644     -2.40518  
34.97     12.5459   17.0687     -2.40518  
34.971    12.537    17.0731     -2.40518  
34.972    12.5282   17.0774     -2.40518  
34.973    12.5193   17.0817     -2.40518  
34.974    12.5104   17.086      -2.40518  
34.975    12.5016   17.0903     -2.40518  
34.976    12.4927   17.0946     -2.40518  
34.977    12.4838   17.0989     -2.40518  
34.978    12.475    17.1031     -2.40518  
34.979    12.4661   17.1073     -2.40518  
34.98     12.4573   17.1116     -2.40518  
34.981    12.4484   17.1158     -2.40518  
34.982    12.4395   17.12       -2.40518  
34.983    12.4307   17.1241     -2.40517  
34.984    12.4218   17.1283     -2.40517  
34.985    12.413    17.1324     -2.40517  
34.986    12.4041   17.1366     -2.40517  
34.987    12.3953   17.1407     -2.40517  
34.988    12.3864   17.1448     -2.40517  
34.989    12.3776   17.1489     -2.40517  
34.99     12.3687   17.153      -2.40517  
34.991    12.3599   17.157      -2.40517  
34.992    12.351    17.1611     -2.40517  
34.993    12.3422   17.1651     -2.40517  
34.994    12.3333   17.1691     -2.40517  
34.995    12.3245   17.1731     -2.40517  
34.996    12.3157   17.1771     -2.40517  
34.997    12.3068   17.1811     -2.40517  
34.998    12.298    17.1851     -2.40517  
34.999    12.2892   17.189      -2.40517  
35        12.2803   17.193      -2.40517  
35.001    12.2715   17.1969     -2.40517  
35.002    12.2627   17.2008     -2.40517  
35.003    12.2538   17.2047     -2.40517  
35.004    12.245    17.2086     -2.40517  
35.005    12.2362   17.2124     -2.40517  
35.006    12.2273   17.2163     -2.40517  
35.007    12.2185   17.2201     -2.40517  
35.008    12.2097   17.2239     -2.40517  
35.009    12.2009   17.2277     -2.40517  
35.01     12.1921   17.2315     -2.40517  
35.011    12.1832   17.2353     -2.40517  
35.012    12.1744   17.2391     -2.40517  
35.013    12.1656   17.2428     -2.40517  
35.014    12.1568   17.2465     -2.40517  
35.015    12.148    17.2503     -2.40517  
35.016    12.1392   17.254      -2.40517  
35.017    12.1304   17.2577     -2.40517  
35.018    12.1216   17.2613     -2.40517  
35.019    12.1128   17.265      -2.40516  
35.02     12.104    17.2686     -2.40516  
35.021    12.0952   17.2723     -2.40516  
35.022    12.0864   17.2759     -2.40516  
35.023    12.0776   17.2795     -2.40516  
35.024    12.0688   17.2831     -2.40516  
35.025    12.06     17.2867     -2.40516  
35.026    12.0512   17.2902     -2.40516  
35.027    12.0424   17.2938     -2.40516  
35.028    12.0336   17.2973     -2.40516  
35.029    12.0249   17.3008     -2.40516  
35.03     12.0161   17.3043     -2.40516  
35.031    12.0073   17.3078     -2.40516  
35.032    11.9985   17.3113     -2.40516  
35.033    11.9898   17.3147     -2.40516  
35.034    11.981    17.3182     -2.40516  
35.035    11.9722   17.3216     -2.40516  
35.036    11.9635   17.325      -2.40516  
35.037    11.9547   17.3284     -2.40516  
35.038    11.9459   17.3318     -2.40516  
35.039    11.9372   17.3352     -2.40516  
35.04     11.9284   17.3386     -2.40516  
35.041    11.9197   17.3419     -2.40516  
35.042    11.9109   17.3452     -2.40516  
35.043    11.9022   17.3485     -2.40516  
35.044    11.8934   17.3518     -2.40516  
35.045    11.8847   17.3551     -2.40516  
35.046    11.8759   17.3584     -2.40516  
35.047    11.8672   17.3617     -2.40516  
35.048    11.8585   17.3649     -2.40516  
35.049    11.8497   17.3681     -2.40516  
35.05     11.841    17.3713     -2.40516  
35.051    11.8323   17.3745     -2.40516  
35.052    11.8235   17.3777     -2.40516  
35.053    11.8148   17.3809     -2.40515  
35.054    11.8061   17.384      -2.40515  
35.055    11.7974   17.3872     -2.40515  
35.056    11.7887   17.3903     -2.40515  
35.057    11.78     17.3934     -2.40515  
35.058    11.7712   17.3965     -2.40515  
35.059    11.7625   17.3996     -2.40515  
35.06     11.7538   17.4027     -2.40515  
35.061    11.7451   17.4057     -2.40515  
35.062    11.7364   17.4088     -2.40515  
35.063    11.7277   17.4118     -2.40515  
35.064    11.719    17.4148     -2.40515  
35.065    11.7104   17.4178     -2.40515  
35.066    11.7017   17.4208     -2.40515  
35.067    11.693    17.4237     -2.40515  
35.068    11.6843   17.4267     -2.40515  
35.069    11.6756   17.4296     -2.40515  
35.07     11.667    17.4325     -2.40515  
35.071    11.6583   17.4354     -2.40515  
35.072    11.6496   17.4383     -2.40515  
35.073    11.6409   17.4412     -2.40515  
35.074    11.6323   17.4441     -2.40515  
35.075    11.6236   17.4469     -2.40515  
35.076    11.615    17.4497     -2.40515  
35.077    11.6063   17.4526     -2.40515  
35.078    11.5977   17.4554     -2.40515  
35.079    11.589    17.4582     -2.40515  
35.08     11.5804   17.4609     -2.40515  
35.081    11.5717   17.4637     -2.40515  
35.082    11.5631   17.4664     -2.40515  
35.083    11.5545   17.4692     -2.40515  
35.084    11.5458   17.4719     -2.40515  
35.085    11.5372   17.4746     -2.40515  
35.086    11.5286   17.4773     -2.40515  
35.087    11.52     17.4799     -2.40515  
35.088    11.5113   17.4826     -2.40514  
35.089    11.5027   17.4852     -2.40514  
35.09     11.4941   17.4879     -2.40514  
35.091    11.4855   17.4905     -2.40514  
35.092    11.4769   17.4931     -2.40514  
35.093    11.4683   17.4957     -2.40514  
35.094    11.4597   17.4982     -2.40514  
35.095    11.4511   17.5008     -2.40514  
35.096    11.4425   17.5033     -2.40514  
35.097    11.434    17.5058     -2.40514  
35.098    11.4254   17.5084     -2.40514  
35.099    11.4168   17.5109     -2.40514  
35.1      11.4082   17.5133     -2.40514  
35.101    11.3996   17.5158     -2.40514  
35.102    11.3911   17.5183     -2.40514  
35.103    11.3825   17.5207     -2.40514  
35.104    11.374    17.5231     -2.40514  
35.105    11.3654   17.5255     -2.40514  
35.106    11.3568   17.5279     -2.40514  
35.107    11.3483   17.5303     -2.40514  
35.108    11.3397   17.5327     -2.40514  
35.109    11.3312   17.535      -2.40514  
35.11     11.3227   17.5373     -2.40514  
35.111    11.3141   17.5397     -2.40514  
35.112    11.3056   17.542      -2.40514  
35.113    11.2971   17.5443     -2.40514  
35.114    11.2886   17.5465     -2.40514  
35.115    11.28     17.5488     -2.40514  
35.116    11.2715   17.551      -2.40514  
35.117    11.263    17.5533     -2.40514  
35.118    11.2545   17.5555     -2.40514  
35.119    11.246    17.5577     -2.40514  
35.12     11.2375   17.5599     -2.40514  
35.121    11.229    17.562      -2.40514  
35.122    11.2205   17.5642     -2.40513  
35.123    11.212    17.5663     -2.40513  
35.124    11.2035   17.5685     -2.40513  
35.125    11.1951   17.5706     -2.40513  
35.126    11.1866   17.5727     -2.40513  
35.127    11.1781   17.5748     -2.40513  
35.128    11.1696   17.5768     -2.40513  
35.129    11.1612   17.5789     -2.40513  
35.13     11.1527   17.5809     -2.40513  
35.131    11.1443   17.583      -2.40513  
35.132    11.1358   17.585      -2.40513  
35.133    11.1274   17.587      -2.40513  
35.134    11.1189   17.589      -2.40513  
35.135    11.1105   17.5909     -2.40513  
35.136    11.1021   17.5929     -2.40513  
35.137    11.0936   17.5948     -2.40513  
35.138    11.0852   17.5967     -2.40513  
35.139    11.0768   17.5987     -2.40513  
35.14     11.0684   17.6006     -2.40513  
35.141    11.06     17.6024     -2.40513  
35.142    11.0515   17.6043     -2.40513  
35.143    11.0431   17.6062     -2.40513  
35.144    11.0347   17.608      -2.40513  
35.145    11.0263   17.6098     -2.40513  
35.146    11.018    17.6116     -2.40513  
35.147    11.0096   17.6134     -2.40513  
35.148    11.0012   17.6152     -2.40513  
35.149    10.9928   17.617      -2.40513  
35.15     10.9844   17.6187     -2.40513  
35.151    10.9761   17.6204     -2.40513  
35.152    10.9677   17.6222     -2.40513  
35.153    10.9593   17.6239     -2.40513  
35.154    10.951    17.6256     -2.40513  
35.155    10.9426   17.6272     -2.40513  
35.156    10.9343   17.6289     -2.40512  
35.157    10.9259   17.6305     -2.40512  
35.158    10.9176   17.6322     -2.40512  
35.159    10.9093   17.6338     -2.40512  
35.16     10.901    17.6354     -2.40512  
35.161    10.8926   17.637      -2.40512  
35.162    10.8843   17.6386     -2.40512  
35.163    10.876    17.6401     -2.40512  
35.164    10.8677   17.6417     -2.40512  
35.165    10.8594   17.6432     -2.40512  
35.166    10.8511   17.6447     -2.40512  
35.167    10.8428   17.6462     -2.40512  
35.168    10.8345   17.6477     -2.40512  
35.169    10.8262   17.6492     -2.40512  
35.17     10.8179   17.6506     -2.40512  
35.171    10.8097   17.6521     -2.40512  
35.172    10.8014   17.6535     -2.40512  
35.173    10.7931   17.6549     -2.40512  
35.174    10.7849   17.6563     -2.40512  
35.175    10.7766   17.6577     -2.40512  
35.176    10.7683   17.6591     -2.40512  
35.177    10.7601   17.6604     -2.40512  
35.178    10.7519   17.6618     -2.40512  
35.179    10.7436   17.6631     -2.40512  
35.18     10.7354   17.6644     -2.40512  
35.181    10.7272   17.6657     -2.40512  
35.182    10.7189   17.667      -2.40512  
35.183    10.7107   17.6683     -2.40512  
35.184    10.7025   17.6695     -2.40512  
35.185    10.6943   17.6708     -2.40512  
35.186    10.6861   17.672      -2.40512  
35.187    10.6779   17.6732     -2.40512  
35.188    10.6697   17.6744     -2.40512  
35.189    10.6615   17.6756     -2.40512  
35.19     10.6533   17.6768     -2.40511  
35.191    10.6451   17.6779     -2.40511  
35.192    10.637    17.679      -2.40511  
35.193    10.6288   17.6802     -2.40511  
35.194    10.6206   17.6813     -2.40511  
35.195    10.6125   17.6824     -2.40511  
35.196    10.6043   17.6835     -2.40511  
35.197    10.5962   17.6845     -2.40511  
35.198    10.588    17.6856     -2.40511  
35.199    10.5799   17.6866     -2.40511  
35.2      10.5718   17.6877     -2.40511  
35.201    10.5636   17.6887     -2.40511  
35.202    10.5555   17.6897     -2.40511  
35.203    10.5474   17.6906     -2.40511  
35.204    10.5393   17.6916     -2.40511  
35.205    10.5312   17.6926     -2.40511  
35.206    10.5231   17.6935     -2.40511  
35.207    10.515    17.6944     -2.40511  
35.208    10.5069   17.6953     -2.40511  
35.209    10.4988   17.6962     -2.40511  
35.21     10.4907   17.6971     -2.40511  
35.211    10.4827   17.698      -2.40511  
35.212    10.4746   17.6988     -2.40511  
35.213    10.4665   17.6997     -2.40511  
35.214    10.4585   17.7005     -2.40511  
35.215    10.4504   17.7013     -2.40511  
35.216    10.4424   17.7021     -2.40511  
35.217    10.4343   17.7029     -2.40511  
35.218    10.4263   17.7037     -2.40511  
35.219    10.4183   17.7044     -2.40511  
35.22     10.4102   17.7052     -2.40511  
35.221    10.4022   17.7059     -2.40511  
35.222    10.3942   17.7066     -2.40511  
35.223    10.3862   17.7073     -2.4051   
35.224    10.3782   17.708      -2.4051   
35.225    10.3702   17.7087     -2.4051   
35.226    10.3622   17.7093     -2.4051   
35.227    10.3542   17.71       -2.4051   
35.228    10.3462   17.7106     -2.4051   
35.229    10.3382   17.7112     -2.4051   
35.23     10.3303   17.7118     -2.4051   
35.231    10.3223   17.7124     -2.4051   
35.232    10.3143   17.7129     -2.4051   
35.233    10.3064   17.7135     -2.4051   
35.234    10.2984   17.714      -2.4051   
35.235    10.2905   17.7146     -2.4051   
35.236    10.2825   17.7151     -2.4051   
35.237    10.2746   17.7156     -2.4051   
35.238    10.2667   17.7161     -2.4051   
35.239    10.2588   17.7166     -2.4051   
35.24     10.2508   17.717      -2.4051   
35.241    10.2429   17.7175     -2.4051   
35.242    10.235    17.7179     -2.4051   
35.243    10.2271   17.7183     -2.4051   
35.244    10.2192   17.7187     -2.4051   
35.245    10.2113   17.7191     -2.4051   
35.246    10.2035   17.7195     -2.4051   
35.247    10.1956   17.7198     -2.4051   
35.248    10.1877   17.7202     -2.4051   
35.249    10.1799   17.7205     -2.4051   
35.25     10.172    17.7208     -2.4051   
35.251    10.1641   17.7211     -2.4051   
35.252    10.1563   17.7214     -2.4051   
35.253    10.1484   17.7217     -2.4051   
35.254    10.1406   17.722      -2.4051   
35.255    10.1328   17.7222     -2.4051   
35.256    10.125    17.7224     -2.4051   
35.257    10.1171   17.7227     -2.40509  
35.258    10.1093   17.7229     -2.40509  
35.259    10.1015   17.7231     -2.40509  
35.26     10.0937   17.7232     -2.40509  
35.261    10.0859   17.7234     -2.40509  
35.262    10.0781   17.7236     -2.40509  
35.263    10.0703   17.7237     -2.40509  
35.264    10.0626   17.7238     -2.40509  
35.265    10.0548   17.7239     -2.40509  
35.266    10.047    17.724      -2.40509  
35.267    10.0393   17.7241     -2.40509  
35.268    10.0315   17.7242     -2.40509  
35.269    10.0238   17.7242     -2.40509  
35.27     10.016    17.7243     -2.40509  
35.271    10.0083   17.7243     -2.40509  
35.272    10.0006   17.7243     -2.40509  
35.273    9.99283   17.7243     -2.40509  
35.274    9.98511   17.7243     -2.40509  
35.275    9.9774    17.7243     -2.40509  
35.276    9.96969   17.7243     -2.40509  
35.277    9.96199   17.7242     -2.40509  
35.278    9.9543    17.7241     -2.40509  
35.279    9.94661   17.7241     -2.40509  
35.28     9.93893   17.724      -2.40509  
35.281    9.93125   17.7238     -2.40509  
35.282    9.92358   17.7237     -2.40509  
35.283    9.91591   17.7236     -2.40509  
35.284    9.90826   17.7234     -2.40509  
35.285    9.9006    17.7233     -2.40509  
35.286    9.89296   17.7231     -2.40509  
35.287    9.88532   17.7229     -2.40509  
35.288    9.87768   17.7227     -2.40509  
35.289    9.87005   17.7225     -2.40509  
35.29     9.86243   17.7223     -2.40508  
35.291    9.85482   17.722      -2.40508  
35.292    9.84721   17.7218     -2.40508  
35.293    9.8396    17.7215     -2.40508  
35.294    9.832     17.7212     -2.40508  
35.295    9.82441   17.7209     -2.40508  
35.296    9.81683   17.7206     -2.40508  
35.297    9.80925   17.7203     -2.40508  
35.298    9.80168   17.7199     -2.40508  
35.299    9.79411   17.7196     -2.40508  
35.3      9.78655   17.7192     -2.40508  
35.301    9.77899   17.7188     -2.40508  
35.302    9.77144   17.7184     -2.40508  
35.303    9.7639    17.718      -2.40508  
35.304    9.75637   17.7176     -2.40508  
35.305    9.74884   17.7172     -2.40508  
35.306    9.74131   17.7167     -2.40508  
35.307    9.7338    17.7163     -2.40508  
35.308    9.72629   17.7158     -2.40508  
35.309    9.71878   17.7153     -2.40508  
35.31     9.71128   17.7148     -2.40508  
35.311    9.70379   17.7143     -2.40508  
35.312    9.69631   17.7138     -2.40508  
35.313    9.68883   17.7133     -2.40508  
35.314    9.68135   17.7127     -2.40508  
35.315    9.67389   17.7121     -2.40508  
35.316    9.66642   17.7116     -2.40508  
35.317    9.65897   17.711      -2.40508  
35.318    9.65152   17.7104     -2.40508  
35.319    9.64408   17.7098     -2.40508  
35.32     9.63665   17.7091     -2.40508  
35.321    9.62922   17.7085     -2.40508  
35.322    9.62179   17.7078     -2.40508  
35.323    9.61438   17.7072     -2.40508  
35.324    9.60697   17.7065     -2.40507  
35.325    9.59956   17.7058     -2.40507  
35.326    9.59217   17.7051     -2.40507  
35.327    9.58478   17.7043     -2.40507  
35.328    9.57739   17.7036     -2.40507  
35.329    9.57001   17.7029     -2.40507  
35.33     9.56264   17.7021     -2.40507  
35.331    9.55528   17.7013     -2.40507  
35.332    9.54792   17.7005     -2.40507  
35.333    9.54057   17.6997     -2.40507  
35.334    9.53322   17.6989     -2.40507  
35.335    9.52588   17.6981     -2.40507  
35.336    9.51855   17.6973     -2.40507  
35.337    9.51122   17.6964     -2.40507  
35.338    9.5039    17.6955     -2.40507  
35.339    9.49659   17.6947     -2.40507  
35.34     9.48928   17.6938     -2.40507  
35.341    9.48198   17.6929     -2.40507  
35.342    9.47468   17.692      -2.40507  
35.343    9.4674    17.691      -2.40507  
35.344    9.46011   17.6901     -2.40507  
35.345    9.45284   17.6891     -2.40507  
35.346    9.44557   17.6882     -2.40507  
35.347    9.43831   17.6872     -2.40507  
35.348    9.43105   17.6862     -2.40507  
35.349    9.4238    17.6852     -2.40507  
35.35     9.41656   17.6842     -2.40507  
35.351    9.40933   17.6831     -2.40507  
35.352    9.4021    17.6821     -2.40507  
35.353    9.39487   17.681      -2.40507  
35.354    9.38766   17.68       -2.40507  
35.355    9.38045   17.6789     -2.40507  
35.356    9.37325   17.6778     -2.40507  
35.357    9.36605   17.6767     -2.40506  
35.358    9.35886   17.6756     -2.40506  
35.359    9.35168   17.6744     -2.40506  
35.36     9.3445    17.6733     -2.40506  
35.361    9.33733   17.6721     -2.40506  
35.362    9.33016   17.6709     -2.40506  
35.363    9.32301   17.6698     -2.40506  
35.364    9.31586   17.6686     -2.40506  
35.365    9.30871   17.6674     -2.40506  
35.366    9.30158   17.6661     -2.40506  
35.367    9.29444   17.6649     -2.40506  
35.368    9.28732   17.6637     -2.40506  
35.369    9.2802    17.6624     -2.40506  
35.37     9.27309   17.6611     -2.40506  
35.371    9.26599   17.6598     -2.40506  
35.372    9.25889   17.6585     -2.40506  
35.373    9.2518    17.6572     -2.40506  
35.374    9.24472   17.6559     -2.40506  
35.375    9.23764   17.6546     -2.40506  
35.376    9.23057   17.6532     -2.40506  
35.377    9.2235    17.6519     -2.40506  
35.378    9.21644   17.6505     -2.40506  
35.379    9.20939   17.6491     -2.40506  
35.38     9.20235   17.6477     -2.40506  
35.381    9.19531   17.6463     -2.40506  
35.382    9.18828   17.6449     -2.40506  
35.383    9.18126   17.6435     -2.40506  
35.384    9.17424   17.642      -2.40506  
35.385    9.16723   17.6406     -2.40506  
35.386    9.16022   17.6391     -2.40506  
35.387    9.15323   17.6376     -2.40506  
35.388    9.14623   17.6361     -2.40506  
35.389    9.13925   17.6346     -2.40506  
35.39     9.13227   17.6331     -2.40506  
35.391    9.1253    17.6316     -2.40505  
35.392    9.11834   17.63       -2.40505  
35.393    9.11138   17.6285     -2.40505  
35.394    9.10443   17.6269     -2.40505  
35.395    9.09749   17.6253     -2.40505  
35.396    9.09055   17.6237     -2.40505  
35.397    9.08362   17.6221     -2.40505  
35.398    9.0767    17.6205     -2.40505  
35.399    9.06978   17.6189     -2.40505  
35.4      9.06287   17.6173     -2.40505  
35.401    9.05596   17.6156     -2.40505  
35.402    9.04907   17.6139     -2.40505  
35.403    9.04218   17.6123     -2.40505  
35.404    9.0353    17.6106     -2.40505  
35.405    9.02842   17.6089     -2.40505  
35.406    9.02155   17.6072     -2.40505  
35.407    9.01469   17.6054     -2.40505  
35.408    9.00783   17.6037     -2.40505  
35.409    9.00098   17.602      -2.40505  
35.41     8.99414   17.6002     -2.40505  
35.411    8.9873    17.5984     -2.40505  
35.412    8.98047   17.5967     -2.40505  
35.413    8.97365   17.5949     -2.40505  
35.414    8.96684   17.5931     -2.40505  
35.415    8.96003   17.5912     -2.40505  
35.416    8.95323   17.5894     -2.40505  
35.417    8.94643   17.5876     -2.40505  
35.418    8.93964   17.5857     -2.40505  
35.419    8.93286   17.5838     -2.40505  
35.42     8.92609   17.582      -2.40505  
35.421    8.91932   17.5801     -2.40505  
35.422    8.91256   17.5782     -2.40505  
35.423    8.9058    17.5763     -2.40505  
35.424    8.89906   17.5743     -2.40505  
35.425    8.89232   17.5724     -2.40504  
35.426    8.88558   17.5705     -2.40504  
35.427    8.87886   17.5685     -2.40504  
35.428    8.87214   17.5665     -2.40504  
35.429    8.86542   17.5646     -2.40504  
35.43     8.85872   17.5626     -2.40504  
35.431    8.85202   17.5606     -2.40504  
35.432    8.84532   17.5585     -2.40504  
35.433    8.83864   17.5565     -2.40504  
35.434    8.83196   17.5545     -2.40504  
35.435    8.82529   17.5524     -2.40504  
35.436    8.81862   17.5504     -2.40504  
35.437    8.81196   17.5483     -2.40504  
35.438    8.80531   17.5462     -2.40504  
35.439    8.79867   17.5441     -2.40504  
35.44     8.79203   17.542      -2.40504  
35.441    8.7854    17.5399     -2.40504  
35.442    8.77877   17.5378     -2.40504  
35.443    8.77216   17.5356     -2.40504  
35.444    8.76555   17.5335     -2.40504  
35.445    8.75894   17.5313     -2.40504  
35.446    8.75235   17.5291     -2.40504  
35.447    8.74576   17.5269     -2.40504  
35.448    8.73917   17.5247     -2.40504  
35.449    8.7326    17.5225     -2.40504  
35.45     8.72603   17.5203     -2.40504  
35.451    8.71947   17.5181     -2.40504  
35.452    8.71291   17.5158     -2.40504  
35.453    8.70636   17.5136     -2.40504  
35.454    8.69982   17.5113     -2.40504  
35.455    8.69329   17.509      -2.40504  
35.456    8.68676   17.5067     -2.40504  
35.457    8.68024   17.5044     -2.40504  
35.458    8.67372   17.5021     -2.40504  
35.459    8.66722   17.4998     -2.40504  
35.46     8.66072   17.4975     -2.40503  
35.461    8.65422   17.4951     -2.40503  
35.462    8.64774   17.4928     -2.40503  
35.463    8.64126   17.4904     -2.40503  
35.464    8.63478   17.488      -2.40503  
35.465    8.62832   17.4857     -2.40503  
35.466    8.62186   17.4833     -2.40503  
35.467    8.61541   17.4808     -2.40503  
35.468    8.60896   17.4784     -2.40503  
35.469    8.60253   17.476      -2.40503  
35.47     8.59609   17.4736     -2.40503  
35.471    8.58967   17.4711     -2.40503  
35.472    8.58325   17.4686     -2.40503  
35.473    8.57684   17.4662     -2.40503  
35.474    8.57044   17.4637     -2.40503  
35.475    8.56404   17.4612     -2.40503  
35.476    8.55765   17.4587     -2.40503  
35.477    8.55127   17.4562     -2.40503  
35.478    8.54489   17.4536     -2.40503  
35.479    8.53852   17.4511     -2.40503  
35.48     8.53216   17.4485     -2.40503  
35.481    8.52581   17.446      -2.40503  
35.482    8.51946   17.4434     -2.40503  
35.483    8.51312   17.4408     -2.40503  
35.484    8.50678   17.4382     -2.40503  
35.485    8.50045   17.4356     -2.40503  
35.486    8.49413   17.433      -2.40503  
35.487    8.48782   17.4304     -2.40503  
35.488    8.48151   17.4277     -2.40503  
35.489    8.47521   17.4251     -2.40503  
35.49     8.46892   17.4224     -2.40503  
35.491    8.46263   17.4198     -2.40503  
35.492    8.45636   17.4171     -2.40503  
35.493    8.45008   17.4144     -2.40503  
35.494    8.44382   17.4117     -2.40502  
35.495    8.43756   17.409      -2.40502  
35.496    8.43131   17.4063     -2.40502  
35.497    8.42506   17.4035     -2.40502  
35.498    8.41883   17.4008     -2.40502  
35.499    8.4126    17.3981     -2.40502  
35.5      8.40637   17.3953     -2.40502  
35.501    8.40016   17.3925     -2.40502  
35.502    8.39395   17.3897     -2.40502  
35.503    8.38774   17.3869     -2.40502  
35.504    8.38155   17.3841     -2.40502  
35.505    8.37536   17.3813     -2.40502  
35.506    8.36918   17.3785     -2.40502  
35.507    8.363     17.3757     -2.40502  
35.508    8.35683   17.3728     -2.40502  
35.509    8.35067   17.37       -2.40502  
35.51     8.34452   17.3671     -2.40502  
35.511    8.33837   17.3642     -2.40502  
35.512    8.33223   17.3613     -2.40502  
35.513    8.32609   17.3585     -2.40502  
35.514    8.31997   17.3555     -2.40502  
35.515    8.31385   17.3526     -2.40502  
35.516    8.30774   17.3497     -2.40502  
35.517    8.30163   17.3468     -2.40502  
35.518    8.29553   17.3438     -2.40502  
35.519    8.28944   17.3409     -2.40502  
35.52     8.28335   17.3379     -2.40502  
35.521    8.27728   17.3349     -2.40502  
35.522    8.2712    17.3319     -2.40502  
35.523    8.26514   17.3289     -2.40502  
35.524    8.25908   17.3259     -2.40502  
35.525    8.25303   17.3229     -2.40502  
35.526    8.24699   17.3199     -2.40502  
35.527    8.24095   17.3169     -2.40502  
35.528    8.23492   17.3138     -2.40502  
35.529    8.2289    17.3108     -2.40501  
35.53     8.22288   17.3077     -2.40501  
35.531    8.21687   17.3046     -2.40501  
35.532    8.21087   17.3015     -2.40501  
35.533    8.20488   17.2984     -2.40501  
35.534    8.19889   17.2953     -2.40501  
35.535    8.19291   17.2922     -2.40501  
35.536    8.18693   17.2891     -2.40501  
35.537    8.18096   17.2859     -2.40501  
35.538    8.175     17.2828     -2.40501  
35.539    8.16905   17.2797     -2.40501  
35.54     8.1631    17.2765     -2.40501  
35.541    8.15716   17.2733     -2.40501  
35.542    8.15123   17.2701     -2.40501  
35.543    8.1453    17.2669     -2.40501  
35.544    8.13939   17.2637     -2.40501  
35.545    8.13347   17.2605     -2.40501  
35.546    8.12757   17.2573     -2.40501  
35.547    8.12167   17.2541     -2.40501  
35.548    8.11578   17.2508     -2.40501  
35.549    8.10989   17.2476     -2.40501  
35.55     8.10402   17.2443     -2.40501  
35.551    8.09814   17.241      -2.40501  
35.552    8.09228   17.2378     -2.40501  
35.553    8.08642   17.2345     -2.40501  
35.554    8.08057   17.2312     -2.40501  
35.555    8.07473   17.2279     -2.40501  
35.556    8.06889   17.2246     -2.40501  
35.557    8.06306   17.2212     -2.40501  
35.558    8.05724   17.2179     -2.40501  
35.559    8.05143   17.2146     -2.40501  
35.56     8.04562   17.2112     -2.40501  
35.561    8.03982   17.2078     -2.40501  
35.562    8.03402   17.2045     -2.40501  
35.563    8.02823   17.2011     -2.40501  
35.564    8.02245   17.1977     -2.40501  
35.565    8.01668   17.1943     -2.405    
35.566    8.01091   17.1909     -2.405    
35.567    8.00515   17.1875     -2.405    
35.568    7.9994    17.184      -2.405    
35.569    7.99365   17.1806     -2.405    
35.57     7.98791   17.1771     -2.405    
35.571    7.98218   17.1737     -2.405    
35.572    7.97645   17.1702     -2.405    
35.573    7.97073   17.1667     -2.405    
35.574    7.96502   17.1633     -2.405    
35.575    7.95931   17.1598     -2.405    
35.576    7.95361   17.1563     -2.405    
35.577    7.94792   17.1528     -2.405    
35.578    7.94224   17.1492     -2.405    
